time_rad,kern_density,id
0,0.05325372719892457,F108
0.1889763779527559,0.05646870283714044,F108
0.3779527559055118,0.060593921200918915,F108
0.5669291338582677,0.06437169768864903,F108
0.7559055118110236,0.06640796547052237,F108
0.9448818897637795,0.0663772591018951,F108
1.1338582677165354,0.06548925806355026,F108
1.3228346456692912,0.06544969165639927,F108
1.5118110236220472,0.06695388593443966,F108
1.7007874015748032,0.06928544952863204,F108
1.889763779527559,0.07121048139680147,F108
2.078740157480315,0.07202867000997719,F108
2.267716535433071,0.07193637518169525,F108
2.456692913385827,0.07184227255354345,F108
2.6456692913385824,0.07292046401187334,F108
2.8346456692913384,0.07581559667675647,F108
3.0236220472440944,0.07984289306032662,F108
3.2125984251968505,0.08322400572913938,F108
3.4015748031496065,0.08452847762730825,F108
3.590551181102362,0.08381640339774772,F108
3.779527559055118,0.08220509986913382,F108
3.968503937007874,0.0805172054244904,F108
4.15748031496063,0.07860514352424668,F108
4.346456692913386,0.07597545315776723,F108
4.535433070866142,0.07282547188352329,F108
4.724409448818898,0.07017499168517727,F108
4.913385826771654,0.06900200498206945,F108
5.102362204724409,0.0695937079628864,F108
5.291338582677165,0.0717720166413264,F108
5.480314960629921,0.07537035362112232,F108
5.669291338582677,0.0802930507869006,F108
5.858267716535433,0.0860976094973647,F108
6.047244094488189,0.09147888551252423,F108
6.2362204724409445,0.09431016374648742,F108
6.425196850393701,0.09228588471707609,F108
6.6141732283464565,0.08356749822778987,F108
6.803149606299213,0.06774157210360808,F108
6.9921259842519685,0.047290924859703404,F108
7.181102362204724,0.027412887528277884,F108
7.37007874015748,0.012861164762432263,F108
7.559055118110236,0.005041442327650448,F108
7.748031496062992,0.002712902216453168,F108
7.937007874015748,0.004790784612234666,F108
8.125984251968504,0.01167965322940839,F108
8.31496062992126,0.02389341309396397,F108
8.503937007874015,0.0397972683840891,F108
8.692913385826772,0.055475309238250683,F108
8.881889763779528,0.06718080925332091,F108
9.070866141732283,0.07339229409542167,F108
9.259842519685039,0.07458079257552962,F108
9.448818897637796,0.07207717926802316,F108
9.63779527559055,0.06740567793163407,F108
9.826771653543307,0.06186994246659157,F108
10.015748031496063,0.05629086800815359,F108
10.204724409448819,0.05113979298738849,F108
10.393700787401574,0.046845299704525604,F108
10.58267716535433,0.043892611211143746,F108
10.771653543307087,0.04251120124291754,F108
10.960629921259843,0.042099313600963514,F108
11.149606299212598,0.04118077806970941,F108
11.338582677165354,0.038453232128074555,F108
11.527559055118111,0.03400672483235335,F108
11.716535433070867,0.029217309668382072,F108
11.905511811023622,0.02542024433900385,F108
12.094488188976378,0.022970481441613184,F108
12.283464566929133,0.02147698090341463,F108
12.472440944881889,0.020435279494802432,F108
12.661417322834644,0.019471337823031228,F108
12.850393700787402,0.018317373501279027,F108
13.039370078740157,0.016864110953016796,F108
13.228346456692913,0.015220121113481441,F108
13.417322834645669,0.013621726716309325,F108
13.606299212598426,0.012295469428515778,F108
13.795275590551181,0.01137500592569635,F108
13.984251968503937,0.010850999685546986,F108
14.173228346456693,0.010594212654771729,F108
14.362204724409448,0.010477939230479185,F108
14.551181102362206,0.010473826000040275,F108
14.74015748031496,0.01061210237663175,F108
14.929133858267717,0.010869861905041352,F108
15.118110236220472,0.011124263512130847,F108
15.307086614173228,0.011229763428237168,F108
15.496062992125983,0.011138703184910217,F108
15.68503937007874,0.010917432234676635,F108
15.874015748031496,0.010636756842232276,F108
16.062992125984252,0.010283070742486362,F108
16.251968503937007,0.009794612223431432,F108
16.440944881889763,0.009163095304489383,F108
16.62992125984252,0.00848156918824929,F108
16.818897637795274,0.007891767889831572,F108
17.00787401574803,0.00749352877621429,F108
17.19685039370079,0.0073139756392468355,F108
17.385826771653544,0.007351207266266862,F108
17.5748031496063,0.0076242312829394605,F108
17.763779527559056,0.008196134882107117,F108
17.95275590551181,0.009200046542439623,F108
18.141732283464567,0.010827823935195872,F108
18.330708661417322,0.013153028962023871,F108
18.519685039370078,0.015868332736199604,F108
18.708661417322833,0.01833183796903967,F108
18.897637795275593,0.020032905591960942,F108
19.086614173228348,0.020938879898603963,F108
19.2755905511811,0.02131566345830075,F108
19.464566929133856,0.021378403793950753,F108
19.653543307086615,0.021260901988567456,F108
19.84251968503937,0.02123547686899535,F108
20.031496062992126,0.02180355824639743,F108
20.22047244094488,0.023455901902566682,F108
20.409448818897637,0.026239228807600407,F108
20.598425196850396,0.029564229301685355,F108
20.787401574803148,0.03257544317507589,F108
20.976377952755904,0.03474952684613961,F108
21.16535433070866,0.03610753949614405,F108
21.35433070866142,0.036982726309172716,F108
21.543307086614174,0.03774340455328563,F108
21.73228346456693,0.0387367769575035,F108
21.921259842519685,0.04040795377522062,F108
22.11023622047244,0.04328278626716342,F108
22.299212598425196,0.04751787052411594,F108
22.488188976377952,0.052316859828462764,F108
22.677165354330707,0.05608236517450446,F108
22.866141732283463,0.05752726995188546,F108
23.055118110236222,0.05663990924761597,F108
23.244094488188978,0.05450215647551219,F108
23.433070866141733,0.05240912083375681,F108
23.622047244094485,0.05126274208183283,F108
23.811023622047244,0.05149592030919973,F108
24,0.05325372719892457,F108
0,0.08557295680715515,F11
0.1889763779527559,0.0874756488249268,F11
0.3779527559055118,0.08578610015808942,F11
0.5669291338582677,0.0805658140764132,F11
0.7559055118110236,0.07619686683371006,F11
0.9448818897637795,0.07578966108822241,F11
1.1338582677165354,0.07769003168043685,F11
1.3228346456692912,0.07951144889231405,F11
1.5118110236220472,0.08134426799276469,F11
1.7007874015748032,0.08267952077010542,F11
1.889763779527559,0.08125948585334253,F11
2.078740157480315,0.07748501088965619,F11
2.267716535433071,0.0748669154530863,F11
2.456692913385827,0.07525991279942351,F11
2.6456692913385824,0.07684389671077922,F11
2.8346456692913384,0.07553479509091124,F11
3.0236220472440944,0.06993816875602725,F11
3.2125984251968505,0.06439057874574565,F11
3.4015748031496065,0.06284513866160349,F11
3.590551181102362,0.06409593736639341,F11
3.779527559055118,0.06654644962930902,F11
3.968503937007874,0.07077554079267862,F11
4.15748031496063,0.07466108891612894,F11
4.346456692913386,0.0741304477901371,F11
4.535433070866142,0.06973994246218825,F11
4.724409448818898,0.0666035245127209,F11
4.913385826771654,0.06789135381592705,F11
5.102362204724409,0.07093658460334494,F11
5.291338582677165,0.07015417229237987,F11
5.480314960629921,0.06367302842091656,F11
5.669291338582677,0.05592141988059396,F11
5.858267716535433,0.05089179192570819,F11
6.047244094488189,0.047586156752815856,F11
6.2362204724409445,0.04353017587055192,F11
6.425196850393701,0.03672834083568471,F11
6.6141732283464565,0.027910745196413823,F11
6.803149606299213,0.02010941272571202,F11
6.9921259842519685,0.013932206120011722,F11
7.181102362204724,0.009291326431415772,F11
7.37007874015748,0.00678565279541755,F11
7.559055118110236,0.005870776678064817,F11
7.748031496062992,0.005737011002081589,F11
7.937007874015748,0.006083595846506818,F11
8.125984251968504,0.007087636039930716,F11
8.31496062992126,0.00970717464301786,F11
8.503937007874015,0.014243385133322222,F11
8.692913385826772,0.017755796567717853,F11
8.881889763779528,0.01683625207352152,F11
9.070866141732283,0.012529431817161934,F11
9.259842519685039,0.008703010385366942,F11
9.448818897637796,0.006926210205340167,F11
9.63779527559055,0.006336510653147331,F11
9.826771653543307,0.0065886304742507965,F11
10.015748031496063,0.007733467791289243,F11
10.204724409448819,0.009046387365733445,F11
10.393700787401574,0.00983700189066094,F11
10.58267716535433,0.01004510711422666,F11
10.771653543307087,0.00952502278150281,F11
10.960629921259843,0.008027410729980373,F11
11.149606299212598,0.006179826737605221,F11
11.338582677165354,0.005221372718594795,F11
11.527559055118111,0.005330876686044106,F11
11.716535433070867,0.005773448457256213,F11
11.905511811023622,0.006196840220595965,F11
12.094488188976378,0.006643946092047552,F11
12.283464566929133,0.007050644515595248,F11
12.472440944881889,0.007321715899895488,F11
12.661417322834644,0.007389727583205059,F11
12.850393700787402,0.007144446983096711,F11
13.039370078740157,0.006717473661946933,F11
13.228346456692913,0.0062823291083157415,F11
13.417322834645669,0.0055903180114810595,F11
13.606299212598426,0.00471851337444646,F11
13.795275590551181,0.004231107322460486,F11
13.984251968503937,0.004226798670587862,F11
14.173228346456693,0.004365716619816749,F11
14.362204724409448,0.004371638646572337,F11
14.551181102362206,0.004225456380236123,F11
14.74015748031496,0.004067416704359417,F11
14.929133858267717,0.003949121213798922,F11
15.118110236220472,0.003861675331355888,F11
15.307086614173228,0.0037880656929147397,F11
15.496062992125983,0.0037336294955625416,F11
15.68503937007874,0.0037442090047640525,F11
15.874015748031496,0.0038151452254756493,F11
16.062992125984252,0.003871251713895593,F11
16.251968503937007,0.003920497162738014,F11
16.440944881889763,0.00398733613321399,F11
16.62992125984252,0.004090249947129702,F11
16.818897637795274,0.004385015446084318,F11
17.00787401574803,0.004891493536698914,F11
17.19685039370079,0.0051802334637770075,F11
17.385826771653544,0.004842205105517744,F11
17.5748031496063,0.004131097209645478,F11
17.763779527559056,0.0036522133801820318,F11
17.95275590551181,0.003683487006598234,F11
18.141732283464567,0.004191043676910814,F11
18.330708661417322,0.005135353378715187,F11
18.519685039370078,0.006503643258775351,F11
18.708661417322833,0.008500523268198473,F11
18.897637795275593,0.011863840661098893,F11
19.086614173228348,0.017688610293656766,F11
19.2755905511811,0.029054925833832537,F11
19.464566929133856,0.049414480025826636,F11
19.653543307086615,0.07360265868151956,F11
19.84251968503937,0.09372554621463097,F11
20.031496062992126,0.1090150547657437,F11
20.22047244094488,0.11785474699923486,F11
20.409448818897637,0.11825469535843859,F11
20.598425196850396,0.11374417311182382,F11
20.787401574803148,0.10915458712577286,F11
20.976377952755904,0.10557285568676789,F11
21.16535433070866,0.10187733682505236,F11
21.35433070866142,0.09719705708557143,F11
21.543307086614174,0.09223762598668848,F11
21.73228346456693,0.08971922704148386,F11
21.921259842519685,0.09053703395675242,F11
22.11023622047244,0.09242850221255652,F11
22.299212598425196,0.09377926742259932,F11
22.488188976377952,0.09493851798644114,F11
22.677165354330707,0.09627019889239931,F11
22.866141732283463,0.09805483647196635,F11
23.055118110236222,0.10029311033698467,F11
23.244094488188978,0.1002088807233914,F11
23.433070866141733,0.09491035989693428,F11
23.622047244094485,0.08758835379387708,F11
23.811023622047244,0.08422174081539055,F11
24,0.08557295680715508,F11
0,0.07954902870150449,F113
0.1889763779527559,0.07194301952061388,F113
0.3779527559055118,0.0646160398567993,F113
0.5669291338582677,0.05868010998212145,F113
0.7559055118110236,0.054743871006899515,F113
0.9448818897637795,0.05293041266280751,F113
1.1338582677165354,0.053003829093296484,F113
