x
0
0.012271846
0.024543693
0.036815539
0.049087385
0.061359232
0.073631078
0.085902924
0.09817477
0.110446617
0.122718463
0.134990309
0.147262156
0.159534002
0.171805848
0.184077695
0.196349541
0.208621387
0.220893233
0.23316508
0.245436926
0.257708772
0.269980619
0.282252465
0.294524311
0.306796158
0.319068004
0.33133985
0.343611696
0.355883543
0.368155389
0.380427235
0.392699082
0.404970928
0.417242774
0.429514621
0.441786467
0.454058313
0.46633016
0.478602006
0.490873852
0.503145698
0.515417545
0.527689391
0.539961237
0.552233084
0.56450493
0.576776776
0.589048623
0.601320469
0.613592315
0.625864161
0.638136008
0.650407854
0.6626797
0.674951547
0.687223393
0.699495239
0.711767086
0.724038932
0.736310778
0.748582624
0.760854471
0.773126317
0.785398163
0.79767001
0.809941856
0.822213702
0.834485549
0.846757395
0.859029241
0.871301088
0.883572934
0.89584478
0.908116626
0.920388473
0.932660319
0.944932165
0.957204012
0.969475858
0.981747704
0.994019551
1.006291397
1.018563243
1.030835089
1.043106936
1.055378782
1.067650628
1.079922475
1.092194321
1.104466167
1.116738014
1.12900986
1.141281706
1.153553552
1.165825399
1.178097245
1.190369091
1.202640938
1.214912784
1.22718463
1.239456477
1.251728323
1.264000169
1.276272016
1.288543862
1.300815708
1.313087554
1.325359401
1.337631247
1.349903093
1.36217494
1.374446786
1.386718632
1.398990479
1.411262325
1.423534171
1.435806017
1.448077864
1.46034971
1.472621556
1.484893403
1.497165249
1.509437095
1.521708942
1.533980788
1.546252634
1.55852448
1.570796327
1.583068173
1.595340019
1.607611866
1.619883712
1.632155558
1.644427405
1.656699251
1.668971097
1.681242944
1.69351479
1.705786636
1.718058482
1.730330329
1.742602175
1.754874021
1.767145868
1.779417714
1.79168956
1.803961407
1.816233253
1.828505099
1.840776945
1.853048792
1.865320638
1.877592484
1.889864331
1.902136177
1.914408023
1.92667987
1.938951716
1.951223562
1.963495408
1.975767255
1.988039101
2.000310947
2.012582794
2.02485464
2.037126486
2.049398333
2.061670179
2.073942025
2.086213872
2.098485718
2.110757564
2.12302941
2.135301257
2.147573103
2.159844949
2.172116796
2.184388642
2.196660488
2.208932335
2.221204181
2.233476027
2.245747873
2.25801972
2.270291566
2.282563412
2.294835259
2.307107105
2.319378951
2.331650798
2.343922644
2.35619449
2.368466336
2.380738183
2.393010029
2.405281875
2.417553722
2.429825568
2.442097414
2.454369261
2.466641107
2.478912953
2.4911848
2.503456646
2.515728492
2.528000338
2.540272185
2.552544031
2.564815877
2.577087724
2.58935957
2.601631416
2.613903263
2.626175109
2.638446955
2.650718801
2.662990648
2.675262494
2.68753434
2.699806187
2.712078033
2.724349879
2.736621726
2.748893572
2.761165418
2.773437264
2.785709111
2.797980957
2.810252803
2.82252465
2.834796496
2.847068342
2.859340189
2.871612035
2.883883881
2.896155728
2.908427574
2.92069942
2.932971266
2.945243113
2.957514959
2.969786805
2.982058652
2.994330498
3.006602344
3.018874191
3.031146037
3.043417883
3.055689729
3.067961576
3.080233422
3.092505268
3.104777115
3.117048961
3.129320807
3.141592654
3.1538645
3.166136346
3.178408192
3.190680039
3.202951885
3.215223731
3.227495578
3.239767424
3.25203927
3.264311117
3.276582963
3.288854809
3.301126656
3.313398502
3.325670348
3.337942194
3.350214041
3.362485887
3.374757733
3.38702958
3.399301426
3.411573272
3.423845119
3.436116965
3.448388811
3.460660657
3.472932504
3.48520435
3.497476196
3.509748043
3.522019889
3.534291735
3.546563582
3.558835428
3.571107274
3.583379121
3.595650967
3.607922813
3.620194659
3.632466506
3.644738352
3.657010198
3.669282045
3.681553891
3.693825737
3.706097584
3.71836943
3.730641276
3.742913122
3.755184969
3.767456815
3.779728661
3.792000508
3.804272354
3.8165442
3.828816047
3.841087893
3.853359739
3.865631585
3.877903432
3.890175278
3.902447124
3.914718971
3.926990817
3.939262663
3.95153451
3.963806356
3.976078202
3.988350049
4.000621895
4.012893741
4.025165587
4.037437434
4.04970928
4.061981126
4.074252973
4.086524819
4.098796665
4.111068512
4.123340358
4.135612204
4.14788405
4.160155897
4.172427743
4.184699589
4.196971436
4.209243282
4.221515128
4.233786975
4.246058821
4.258330667
4.270602513
4.28287436
4.295146206
4.307418052
4.319689899
4.331961745
4.344233591
4.356505438
4.368777284
4.38104913
4.393320977
4.405592823
4.417864669
4.430136515
4.442408362
4.454680208
4.466952054
4.479223901
4.491495747
4.503767593
4.51603944
4.528311286
4.540583132
4.552854978
4.565126825
4.577398671
4.589670517
4.601942364
4.61421421
4.626486056
4.638757903
4.651029749
4.663301595
4.675573441
4.687845288
4.700117134
4.71238898
4.724660827
4.736932673
4.749204519
4.761476366
4.773748212
4.786020058
4.798291905
4.810563751
4.822835597
4.835107443
4.84737929
4.859651136
4.871922982
4.884194829
4.896466675
4.908738521
4.921010368
4.933282214
4.94555406
4.957825906
4.970097753
4.982369599
4.994641445
5.006913292
5.019185138
5.031456984
5.043728831
5.056000677
5.068272523
5.080544369
5.092816216
5.105088062
5.117359908
5.129631755
5.141903601
5.154175447
5.166447294
5.17871914
5.190990986
5.203262833
5.215534679
5.227806525
5.240078371
5.252350218
5.264622064
5.27689391
5.289165757
5.301437603
5.313709449
5.325981296
5.338253142
5.350524988
5.362796834
5.375068681
5.387340527
5.399612373
5.41188422
5.424156066
5.436427912
5.448699759
5.460971605
5.473243451
5.485515297
5.497787144
5.51005899
5.522330836
5.534602683
5.546874529
5.559146375
5.571418222
5.583690068
5.595961914
5.608233761
5.620505607
5.632777453
5.645049299
5.657321146
5.669592992
5.681864838
5.694136685
5.706408531
5.718680377
5.730952224
5.74322407
5.755495916
5.767767762
5.780039609
5.792311455
5.804583301
5.816855148
5.829126994
5.84139884
5.853670687
5.865942533
5.878214379
5.890486225
5.902758072
5.915029918
5.927301764
5.939573611
5.951845457
5.964117303
5.97638915
5.988660996
6.000932842
6.013204689
6.025476535
6.037748381
6.050020227
6.062292074
6.07456392
6.086835766
6.099107613
6.111379459
6.123651305
6.135923152
6.148194998
6.160466844
6.17273869
6.185010537
6.197282383
6.209554229
6.221826076
6.234097922
6.246369768
6.258641615
6.270913461
6.283185307
