Zone,Species,timeRad,ImageDate,LocationName
1,Wild_pig,1.88903,7/7/2016,44
1,Wild_pig,5.49582,7/7/2016,12
1,Wild_pig,5.5228,7/7/2016,40
1,Wild_pig,5.64723,7/7/2016,12
1,Wild_pig,5.83311,7/7/2016,38
1,Wild_pig,6.07236,7/7/2016,12
1,Wild_pig,0.28005,7/8/2016,12
1,Wild_pig,0.39859,7/8/2016,39
1,Wild_pig,0.73042,7/8/2016,27
1,Wild_pig,0.86874,7/8/2016,19
1,Wild_pig,0.87005,7/8/2016,12
1,Wild_pig,0.95426,7/8/2016,39
1,Wild_pig,1.07774,7/8/2016,12
1,Wild_pig,1.14545,7/8/2016,39
1,Wild_pig,1.25293,7/8/2016,38
1,Wild_pig,1.48288,7/8/2016,32
1,Wild_pig,6.10982,7/8/2016,31
1,Wild_pig,0.00458,7/9/2016,31
1,Wild_pig,0.07738,7/9/2016,27
1,Wild_pig,0.18224,7/9/2016,40
1,Wild_pig,0.65435,7/9/2016,33
1,Wild_pig,0.7094,7/9/2016,20
1,Wild_pig,0.80365,7/9/2016,27
1,Wild_pig,1.15803,7/9/2016,34
1,Wild_pig,1.30391,7/9/2016,33
1,Wild_pig,1.47771,7/9/2016,40
1,Wild_pig,2.00247,7/9/2016,5
1,Wild_pig,5.47248,7/9/2016,5
1,Wild_pig,5.54186,7/9/2016,12
1,Wild_pig,5.81965,7/9/2016,12
1,Wild_pig,5.87441,7/9/2016,39
1,Wild_pig,5.88183,7/9/2016,5
1,Wild_pig,5.89456,7/9/2016,36
1,Wild_pig,5.98255,7/9/2016,12
1,Wild_pig,6.03477,7/9/2016,16
1,Wild_pig,6.13352,7/9/2016,35
1,Wild_pig,0.34325,7/10/2016,24
1,Wild_pig,0.83063,7/10/2016,15
1,Wild_pig,1.26005,7/10/2016,12
1,Wild_pig,1.27613,7/10/2016,16
1,Wild_pig,1.49844,7/10/2016,39
1,Wild_pig,1.78765,7/10/2016,35
1,Wild_pig,2.01564,7/10/2016,18
1,Wild_pig,5.31256,7/10/2016,12
1,Wild_pig,5.50506,7/10/2016,14
1,Wild_pig,5.60185,7/10/2016,12
1,Wild_pig,5.62192,7/10/2016,22
1,Wild_pig,5.77399,7/10/2016,32
1,Wild_pig,5.87711,7/10/2016,12
1,Wild_pig,6.01659,7/10/2016,22
1,Wild_pig,6.17439,7/10/2016,16
1,Wild_pig,0.06269,7/11/2016,40
1,Wild_pig,0.08123,7/11/2016,16
1,Wild_pig,0.1517,7/11/2016,36
1,Wild_pig,0.34318,7/11/2016,22
1,Wild_pig,0.58185,7/11/2016,22
1,Wild_pig,0.61094,7/11/2016,29
1,Wild_pig,0.71479,7/11/2016,27
1,Wild_pig,1.35016,7/11/2016,16
1,Wild_pig,1.64781,7/11/2016,17
1,Wild_pig,5.3794,7/11/2016,12
1,Wild_pig,5.5452,7/11/2016,12
1,Wild_pig,5.59596,7/11/2016,19
1,Wild_pig,6.03571,7/11/2016,22
1,Wild_pig,6.07331,7/11/2016,12
1,Wild_pig,0.35307,7/12/2016,27
1,Wild_pig,1.03105,7/12/2016,5
1,Wild_pig,1.66148,7/12/2016,40
1,Wild_pig,1.68366,7/12/2016,21
1,Wild_pig,5.09054,7/12/2016,5
1,Wild_pig,5.20755,7/12/2016,12
1,Wild_pig,5.23911,7/12/2016,32
1,Wild_pig,5.41052,7/12/2016,27
1,Wild_pig,5.68512,7/12/2016,39
1,Wild_pig,5.87296,7/12/2016,34
1,Wild_pig,6.01702,7/12/2016,27
1,Wild_pig,6.17308,7/12/2016,40
1,Wild_pig,0.13577,7/13/2016,40
1,Wild_pig,0.30732,7/13/2016,12
1,Wild_pig,0.52484,7/13/2016,33
1,Wild_pig,0.64846,7/13/2016,22
1,Wild_pig,0.95877,7/13/2016,33
1,Wild_pig,1.03171,7/13/2016,27
1,Wild_pig,1.33823,7/13/2016,34
1,Wild_pig,5.66912,7/13/2016,22
1,Wild_pig,5.6801,7/13/2016,33
1,Wild_pig,5.7001,7/13/2016,37
1,Wild_pig,5.99026,7/13/2016,39
1,Wild_pig,5.99077,7/13/2016,26
1,Wild_pig,0.07709,7/14/2016,36
1,Wild_pig,0.27242,7/14/2016,26
1,Wild_pig,0.69551,7/14/2016,38
1,Wild_pig,0.74518,7/14/2016,14
1,Wild_pig,1.00255,7/14/2016,26
1,Wild_pig,1.20319,7/14/2016,26
1,Wild_pig,1.25176,7/14/2016,33
1,Wild_pig,1.38056,7/14/2016,18
1,Wild_pig,1.74322,7/14/2016,32
1,Wild_pig,1.7502,7/14/2016,33
1,Wild_pig,5.65508,7/14/2016,33
1,Wild_pig,5.6793,7/14/2016,38
1,Wild_pig,6.04255,7/14/2016,33
1,Wild_pig,0.47829,7/15/2016,16
1,Wild_pig,0.6585,7/15/2016,22
1,Wild_pig,0.87237,7/15/2016,22
1,Wild_pig,1.40237,7/15/2016,16
1,Wild_pig,2.32871,7/15/2016,40
1,Wild_pig,4.91237,7/15/2016,40
1,Wild_pig,5.21141,7/15/2016,16
1,Wild_pig,5.74301,7/15/2016,15
1,Wild_pig,5.79697,7/15/2016,33
1,Wild_pig,5.89187,7/15/2016,18
1,Wild_pig,0.2098,7/16/2016,32
1,Wild_pig,0.28463,7/16/2016,33
1,Wild_pig,0.41015,7/16/2016,5
1,Wild_pig,1.13621,7/16/2016,27
1,Wild_pig,1.19199,7/16/2016,16
1,Wild_pig,2.39641,7/16/2016,40
1,Wild_pig,4.13723,7/16/2016,15
1,Wild_pig,5.65334,7/16/2016,33
1,Wild_pig,5.80366,7/16/2016,33
1,Wild_pig,0.23584,7/17/2016,18
1,Wild_pig,0.61305,7/17/2016,12
1,Wild_pig,0.63465,7/17/2016,27
1,Wild_pig,1.33598,7/17/2016,12
1,Wild_pig,1.80256,7/17/2016,18
1,Wild_pig,1.8094,7/17/2016,22
1,Wild_pig,2.1341,7/17/2016,18
1,Wild_pig,5.54775,7/17/2016,22
1,Wild_pig,5.78853,7/17/2016,40
1,Wild_pig,5.80649,7/17/2016,19
1,Wild_pig,6.01564,7/17/2016,27
1,Wild_pig,0.04814,7/18/2016,16
1,Wild_pig,0.38674,7/18/2016,24
1,Wild_pig,0.71631,7/18/2016,4
1,Wild_pig,1.00458,7/18/2016,22
1,Wild_pig,1.26202,7/18/2016,22
1,Wild_pig,1.41284,7/18/2016,18
1,Wild_pig,2.08007,7/18/2016,17
1,Wild_pig,4.94997,7/18/2016,5
1,Wild_pig,5.12647,7/18/2016,24
1,Wild_pig,5.28682,7/18/2016,12
1,Wild_pig,5.38165,7/18/2016,27
1,Wild_pig,5.39132,7/18/2016,39
1,Wild_pig,5.70846,7/18/2016,37
1,Wild_pig,5.72264,7/18/2016,12
1,Wild_pig,0.21671,7/19/2016,10
1,Wild_pig,0.30151,7/19/2016,27
1,Wild_pig,0.44055,7/19/2016,8
1,Wild_pig,0.5052,7/19/2016,22
1,Wild_pig,0.60105,7/19/2016,5
1,Wild_pig,0.83609,7/19/2016,2
1,Wild_pig,0.9275,7/19/2016,5
1,Wild_pig,0.99571,7/19/2016,16
1,Wild_pig,1.38434,7/19/2016,16
1,Wild_pig,1.83172,7/19/2016,5
1,Wild_pig,1.95382,7/19/2016,16
1,Wild_pig,3.05091,7/19/2016,40
1,Wild_pig,5.24704,7/19/2016,12
1,Wild_pig,5.66381,7/19/2016,34
1,Wild_pig,0.11563,7/20/2016,33
1,Wild_pig,0.61836,7/20/2016,12
1,Wild_pig,1.02829,7/20/2016,39
1,Wild_pig,1.06618,7/20/2016,33
1,Wild_pig,5.31067,7/20/2016,33
1,Wild_pig,5.78293,7/20/2016,27
1,Wild_pig,5.96095,7/20/2016,12
1,Wild_pig,6.0155,7/20/2016,38
1,Wild_pig,0.10806,7/21/2016,18
1,Wild_pig,0.11737,7/21/2016,16
1,Wild_pig,1.04814,7/21/2016,16
1,Wild_pig,1.16443,7/21/2016,5
1,Wild_pig,1.40048,7/21/2016,9
1,Wild_pig,1.44273,7/21/2016,10
1,Wild_pig,1.44877,7/21/2016,24
1,Wild_pig,5.04357,7/21/2016,40
1,Wild_pig,5.08407,7/21/2016,5
1,Wild_pig,5.257,7/21/2016,5
1,Wild_pig,5.26893,7/21/2016,37
1,Wild_pig,5.62258,7/21/2016,40
1,Wild_pig,5.72679,7/21/2016,38
1,Wild_pig,6.18217,7/21/2016,27
1,Wild_pig,0.32405,7/22/2016,20
1,Wild_pig,0.57792,7/22/2016,12
1,Wild_pig,0.58978,7/22/2016,5
1,Wild_pig,0.73951,7/22/2016,32
1,Wild_pig,1.4135,7/22/2016,18
1,Wild_pig,5.06822,7/22/2016,9
1,Wild_pig,5.17905,7/22/2016,37
1,Wild_pig,5.30798,7/22/2016,8
1,Wild_pig,5.37794,7/22/2016,22
1,Wild_pig,5.86911,7/22/2016,15
1,Wild_pig,5.99281,7/22/2016,39
1,Wild_pig,6.13367,7/22/2016,18
1,Wild_pig,0.19809,7/23/2016,15
1,Wild_pig,0.21322,7/23/2016,28
1,Wild_pig,0.59647,7/23/2016,5
1,Wild_pig,0.73857,7/23/2016,38
1,Wild_pig,1.068,7/23/2016,12
1,Wild_pig,1.20246,7/23/2016,39
1,Wild_pig,1.65275,7/23/2016,22
1,Wild_pig,1.91019,7/23/2016,17
1,Wild_pig,2.76257,7/23/2016,18
1,Wild_pig,4.99535,7/23/2016,38
1,Wild_pig,5.5604,7/23/2016,12
1,Wild_pig,5.6044,7/23/2016,27
1,Wild_pig,5.99935,7/23/2016,18
1,Wild_pig,6.22821,7/23/2016,27
1,Wild_pig,6.27024,7/23/2016,4
1,Wild_pig,0.31103,7/24/2016,22
1,Wild_pig,1.11207,7/24/2016,27
1,Wild_pig,1.98786,7/24/2016,18
1,Wild_pig,2.29264,7/24/2016,18
1,Wild_pig,4.8734,7/24/2016,38
1,Wild_pig,5.01782,7/24/2016,12
1,Wild_pig,6.02022,7/24/2016,16
1,Wild_pig,0.19126,7/25/2016,5
1,Wild_pig,1.59712,7/25/2016,35
1,Wild_pig,1.85463,7/25/2016,18
1,Wild_pig,5.15047,7/25/2016,8
1,Wild_pig,5.94226,7/25/2016,4
1,Wild_pig,6.05942,7/25/2016,27
1,Wild_pig,0.41917,7/26/2016,21
1,Wild_pig,0.71079,7/26/2016,27
1,Wild_pig,0.91426,7/26/2016,20
1,Wild_pig,1.10588,7/26/2016,16
1,Wild_pig,1.40557,7/26/2016,16
1,Wild_pig,1.48208,7/26/2016,18
1,Wild_pig,1.48658,7/26/2016,40
1,Wild_pig,1.92575,7/26/2016,5
1,Wild_pig,2.31452,7/26/2016,5
1,Wild_pig,2.831,7/26/2016,18
1,Wild_pig,5.09629,7/26/2016,39
1,Wild_pig,5.69065,7/26/2016,39
1,Wild_pig,5.72293,7/26/2016,10
1,Wild_pig,0.86976,7/27/2016,24
1,Wild_pig,1.70126,7/27/2016,17
1,Wild_pig,1.73006,7/27/2016,42
1,Wild_pig,1.84903,7/27/2016,22
1,Wild_pig,1.90052,7/27/2016,17
1,Wild_pig,1.93644,7/27/2016,40
1,Wild_pig,2.04211,7/27/2016,17
1,Wild_pig,4.68257,7/27/2016,37
1,Wild_pig,5.12632,7/27/2016,17
1,Wild_pig,5.14298,7/27/2016,39
1,Wild_pig,5.16341,7/27/2016,15
1,Wild_pig,5.51022,7/27/2016,22
1,Wild_pig,0.12072,7/28/2016,27
1,Wild_pig,1.13774,7/28/2016,16
1,Wild_pig,1.17904,7/28/2016,2
1,Wild_pig,1.6313,7/28/2016,24
1,Wild_pig,2.36798,7/28/2016,21
1,Wild_pig,5.05171,7/28/2016,29
1,Wild_pig,5.15367,7/28/2016,38
1,Wild_pig,5.55051,7/28/2016,27
1,Wild_pig,5.67159,7/28/2016,32
1,Wild_pig,5.74221,7/28/2016,22
1,Wild_pig,6.12858,7/28/2016,28
1,Wild_pig,0.13148,7/29/2016,19
1,Wild_pig,1.29016,7/29/2016,18
1,Wild_pig,5.40121,7/29/2016,32
1,Wild_pig,0.79289,7/30/2016,16
1,Wild_pig,5.2181,7/30/2016,18
1,Wild_pig,5.79202,7/30/2016,18
1,Wild_pig,6.23868,7/30/2016,22
1,Wild_pig,0.1213,7/31/2016,12
1,Wild_pig,0.25613,7/31/2016,39
1,Wild_pig,0.36921,7/31/2016,5
1,Wild_pig,0.54207,7/31/2016,38
1,Wild_pig,0.67035,7/31/2016,12
1,Wild_pig,1.34878,7/31/2016,16
1,Wild_pig,1.69857,7/31/2016,16
1,Wild_pig,1.79856,7/31/2016,22
1,Wild_pig,1.86205,7/31/2016,34
1,Wild_pig,2.11258,7/31/2016,37
1,Wild_pig,2.36129,7/31/2016,40
1,Wild_pig,2.75806,7/31/2016,40
1,Wild_pig,3.28056,7/31/2016,40
1,Wild_pig,4.97528,7/31/2016,40
1,Wild_pig,5.42543,7/31/2016,38
1,Wild_pig,5.57735,7/31/2016,27
1,Wild_pig,6.04429,7/31/2016,38
1,Wild_pig,6.19497,7/31/2016,35
1,Wild_pig,0.23671,8/1/2016,32
1,Wild_pig,1.25642,8/1/2016,18
1,Wild_pig,1.92081,8/1/2016,37
1,Wild_pig,1.93477,8/1/2016,24
1,Wild_pig,5.2421,8/1/2016,17
1,Wild_pig,5.79486,8/1/2016,22
1,Wild_pig,6.03419,8/1/2016,18
1,Wild_pig,0.59363,8/2/2016,40
1,Wild_pig,1.3314,8/2/2016,40
1,Wild_pig,1.56992,8/2/2016,37
1,Wild_pig,1.73886,8/2/2016,40
1,Wild_pig,2.13054,8/2/2016,34
1,Wild_pig,3.38376,8/2/2016,40
1,Wild_pig,4.71006,8/2/2016,40
1,Wild_pig,5.23322,8/2/2016,8
1,Wild_pig,5.3935,8/2/2016,39
1,Wild_pig,5.43772,8/2/2016,40
1,Wild_pig,5.45045,8/2/2016,38
1,Wild_pig,5.72563,8/2/2016,40
1,Wild_pig,6.07731,8/2/2016,40
1,Wild_pig,0.28463,8/3/2016,24
1,Wild_pig,0.39524,8/3/2016,12
1,Wild_pig,0.70133,8/3/2016,26
1,Wild_pig,1.37343,8/3/2016,26
1,Wild_pig,2.0232,8/3/2016,37
1,Wild_pig,2.04342,8/3/2016,32
1,Wild_pig,2.74737,8/3/2016,37
1,Wild_pig,4.10138,8/3/2016,37
1,Wild_pig,4.88023,8/3/2016,37
1,Wild_pig,5.48215,8/3/2016,27
1,Wild_pig,5.77079,8/3/2016,37
1,Wild_pig,6.15338,8/3/2016,16
1,Wild_pig,0.81427,8/4/2016,37
1,Wild_pig,1.20813,8/4/2016,39
1,Wild_pig,1.72679,8/4/2016,5
1,Wild_pig,5.07084,8/4/2016,32
1,Wild_pig,5.23257,8/4/2016,16
1,Wild_pig,5.76562,8/4/2016,27
1,Wild_pig,6.09062,8/4/2016,22
1,Wild_pig,6.24013,8/4/2016,15
1,Wild_pig,0.64737,8/5/2016,27
1,Wild_pig,1.15679,8/5/2016,35
1,Wild_pig,1.79747,8/5/2016,12
1,Wild_pig,5.08262,8/5/2016,40
1,Wild_pig,5.66548,8/5/2016,5
1,Wild_pig,5.77224,8/5/2016,38
1,Wild_pig,6.03266,8/5/2016,27
1,Wild_pig,0.13046,8/6/2016,40
1,Wild_pig,0.37641,8/6/2016,39
1,Wild_pig,1.03018,8/6/2016,39
1,Wild_pig,1.26624,8/6/2016,37
1,Wild_pig,1.86401,8/6/2016,38
1,Wild_pig,2.55902,8/6/2016,40
1,Wild_pig,5.13847,8/6/2016,12
1,Wild_pig,5.48295,8/6/2016,39
1,Wild_pig,5.54666,8/6/2016,16
1,Wild_pig,5.99855,8/6/2016,27
1,Wild_pig,0.01033,8/7/2016,40
1,Wild_pig,0.24071,8/7/2016,38
1,Wild_pig,0.54512,8/7/2016,38
1,Wild_pig,1.09868,8/7/2016,12
1,Wild_pig,1.77689,8/7/2016,11
1,Wild_pig,5.04051,8/7/2016,8
1,Wild_pig,5.23002,8/7/2016,15
1,Wild_pig,5.83384,8/7/2016,15
1,Wild_pig,6.11316,8/7/2016,16
1,Wild_pig,0.5436,8/8/2016,40
1,Wild_pig,1.0664,8/8/2016,4
1,Wild_pig,1.18639,8/8/2016,12
1,Wild_pig,1.3815,8/8/2016,27
1,Wild_pig,1.57552,8/8/2016,40
1,Wild_pig,1.58665,8/8/2016,37
1,Wild_pig,5.48695,8/8/2016,37
1,Wild_pig,5.72199,8/8/2016,16
1,Wild_pig,6.03048,8/8/2016,40
1,Wild_pig,0.20166,8/9/2016,38
1,Wild_pig,0.48338,8/9/2016,5
1,Wild_pig,0.49633,8/9/2016,38
1,Wild_pig,0.67755,8/9/2016,27
1,Wild_pig,0.75704,8/9/2016,4
1,Wild_pig,0.90066,8/9/2016,39
1,Wild_pig,1.30594,8/9/2016,16
1,Wild_pig,1.3082,8/9/2016,35
1,Wild_pig,1.42113,8/9/2016,10
1,Wild_pig,1.69762,8/9/2016,28
1,Wild_pig,2.39488,8/9/2016,40
1,Wild_pig,5.05964,8/9/2016,12
1,Wild_pig,5.39118,8/9/2016,39
1,Wild_pig,1.05185,8/10/2016,27
1,Wild_pig,1.94313,8/10/2016,40
1,Wild_pig,2.68613,8/10/2016,16
1,Wild_pig,5.1341,8/10/2016,38
1,Wild_pig,5.38325,8/10/2016,5
1,Wild_pig,5.60942,8/10/2016,26
1,Wild_pig,0.67413,8/11/2016,44
1,Wild_pig,0.86023,8/11/2016,18
1,Wild_pig,0.99397,8/11/2016,18
1,Wild_pig,1.30478,8/11/2016,27
1,Wild_pig,1.59567,8/11/2016,12
1,Wild_pig,1.77478,8/11/2016,40
1,Wild_pig,4.59931,8/11/2016,40
1,Wild_pig,4.94794,8/11/2016,40
1,Wild_pig,5.65363,8/11/2016,40
1,Wild_pig,1.50033,8/12/2016,27
1,Wild_pig,2.15912,8/12/2016,22
1,Wild_pig,4.9235,8/12/2016,43
1,Wild_pig,5.53204,8/12/2016,9
1,Wild_pig,5.53357,8/12/2016,27
1,Wild_pig,0.54374,8/13/2016,15
1,Wild_pig,1.01935,8/13/2016,12
1,Wild_pig,1.60279,8/13/2016,40
1,Wild_pig,2.80911,8/13/2016,40
1,Wild_pig,5.01193,8/13/2016,27
1,Wild_pig,5.36005,8/13/2016,40
1,Wild_pig,5.81595,8/13/2016,30
1,Wild_pig,5.88612,8/13/2016,9
1,Wild_pig,5.98939,8/13/2016,40
1,Wild_pig,6.09571,8/13/2016,39
1,Wild_pig,6.15061,8/13/2016,12
1,Wild_pig,6.18392,8/13/2016,30
1,Wild_pig,0.45299,8/14/2016,37
1,Wild_pig,0.86241,8/14/2016,27
1,Wild_pig,1.05083,8/14/2016,8
1,Wild_pig,1.18617,8/14/2016,27
1,Wild_pig,1.43764,8/14/2016,9
1,Wild_pig,1.62156,8/14/2016,18
1,Wild_pig,1.79987,8/14/2016,27
1,Wild_pig,2.42695,8/14/2016,37
1,Wild_pig,5.25024,8/14/2016,32
1,Wild_pig,5.34973,8/14/2016,43
1,Wild_pig,6.1389,8/14/2016,12
1,Wild_pig,6.14029,8/14/2016,27
1,Wild_pig,0.20399,8/15/2016,19
1,Wild_pig,0.4892,8/15/2016,16
1,Wild_pig,0.71711,8/15/2016,37
1,Wild_pig,0.73537,8/15/2016,15
1,Wild_pig,0.88132,8/15/2016,12
1,Wild_pig,1.09258,8/15/2016,40
1,Wild_pig,1.66344,8/15/2016,8
