"","Indiv_ID","Season","Indiv_ID.1","CollarType","Fix_DateTime","DOP","Sex","UTM","X","Y","Lat","Long","DistBet","TimeBet","t"
"1","F001","Spring16","F001_Spring16","3300","2016/03/21 00:01",14.8,"F",11,345613.9426,3868802.997,34.9499961,-118.6907583,115,150,25110
"2","F001","Spring16","F001_Spring16","3300","2016/03/21 02:31",15.5,"F",11,345501.5992,3868778.426,34.9497575,-118.6919836,60.6,29,25139
"3","F001","Spring16","F001_Spring16","3300","2016/03/21 03:00",4,"F",11,345450.3542,3868746.099,34.9494583,-118.6925386,62.2,31,25170
"4","F001","Spring16","F001_Spring16","3300","2016/03/21 03:31",4.4,"F",11,345494.1857,3868702,34.9490675,-118.6920506,71.1,329,25499
"5","F001","Spring16","F001_Spring16","3300","2016/03/21 09:00",13.9,"F",11,345507.4525,3868771.826,34.9496989,-118.6919183,85.4,180,25679
"6","F001","Spring16","F001_Spring16","3300","2016/03/21 12:00",2.7,"F",11,345484.3846,3868689.618,34.9489544,-118.6921556,4.2,31,25710
"7","F001","Spring16","F001_Spring16","3300","2016/03/21 12:31",3.5,"F",11,345486.6278,3868693.164,34.9489867,-118.6921317,9.2,29,25739
"8","F001","Spring16","F001_Spring16","3300","2016/03/21 13:00",3.5,"F",11,345487.6696,3868684.015,34.9489044,-118.6921186,12.8,32,25771
"9","F001","Spring16","F001_Spring16","3300","2016/03/21 13:32",3.2,"F",11,345477.7305,3868692.083,34.9489756,-118.6922289,310.5,29,25800
"10","F001","Spring16","F001_Spring16","3300","2016/03/21 14:01",2.4,"F",11,345784.7443,3868645.688,34.9486042,-118.6888594,90.4,30,25830
"11","F001","Spring16","F001_Spring16","3300","2016/03/21 14:31",3.7,"F",11,345713.958,3868701.889,34.9491,-118.6896447,43.8,30,25860
"12","F001","Spring16","F001_Spring16","3300","2016/03/21 15:01",2.3,"F",11,345746.1223,3868731.667,34.9493733,-118.6892981,33.8,60,25920
"13","F001","Spring16","F001_Spring16","3300","2016/03/21 16:01",2.9,"F",11,345757.6702,3868699.853,34.9490883,-118.6891658,28.5,60,25980
"14","F001","Spring16","F001_Spring16","3300","2016/03/21 17:01",11.7,"F",11,345731.3852,3868710.959,34.9491844,-118.6894556,97.1,120,26100
"15","F001","Spring16","F001_Spring16","3300","2016/03/21 19:01",6.3,"F",11,345640.8412,3868746.083,34.9494872,-118.6904533,61.2,30,26130
"16","F001","Spring16","F001_Spring16","3300","2016/03/21 19:31",2.5,"F",11,345701.9929,3868747.922,34.9495131,-118.6897842,19.9,120,26250
"17","F001","Spring16","F001_Spring16","3300","2016/03/21 21:31",2.7,"F",11,345719.6516,3868738.804,34.9494336,-118.6895892,8.6,30,26280
"18","F001","Spring16","F001_Spring16","3300","2016/03/21 22:01",2.5,"F",11,345727.8278,3868736.136,34.9494108,-118.6894992,20.3,29,26309
"19","F001","Spring16","F001_Spring16","3300","2016/03/21 22:30",5.2,"F",11,345709.4658,3868727.416,34.9493294,-118.6896986,128.2,181,26490
"20","F001","Spring16","F001_Spring16","3300","2016/03/22 01:31",3.8,"F",11,345817.196,3868657.865,34.9487189,-118.6885064,333.6,570,27060
"21","F001","Spring16","F001_Spring16","3300","2016/03/22 11:01",3.6,"F",11,345487.3267,3868707.475,34.9491158,-118.6921267,52.2,150,27210
"22","F001","Spring16","F001_Spring16","3300","2016/03/22 13:31",4.2,"F",11,345481.5066,3868655.585,34.9486472,-118.6921808,138.8,60,27270
"23","F001","Spring16","F001_Spring16","3300","2016/03/22 14:31",2.3,"F",11,345604.7106,3868719.457,34.9492417,-118.6908439,49.9,30,27300
"24","F001","Spring16","F001_Spring16","3300","2016/03/22 15:01",2.2,"F",11,345651.6156,3868736.626,34.9494036,-118.6903336,29.6,30,27330
"25","F001","Spring16","F001_Spring16","3300","2016/03/22 15:31",4.6,"F",11,345630.7541,3868715.688,34.9492117,-118.6905581,24,30,27360
"26","F001","Spring16","F001_Spring16","3300","2016/03/22 16:01",3.2,"F",11,345620.7481,3868693.879,34.9490136,-118.6906636,142.2,450,27810
"27","F001","Spring16","F001_Spring16","3300","2016/03/22 23:31",3.7,"F",11,345478.9511,3868683.242,34.9488961,-118.6922139,29.1,60,27870
"28","F001","Spring16","F001_Spring16","3300","2016/03/23 00:31",13.5,"F",11,345479.799,3868712.295,34.9491581,-118.69221,13,29,27899
"29","F001","Spring16","F001_Spring16","3300","2016/03/23 01:00",4.8,"F",11,345479.3237,3868699.323,34.9490411,-118.6922128,73.5,122,28021
"30","F001","Spring16","F001_Spring16","3300","2016/03/23 03:02",12.9,"F",11,345493.1067,3868771.569,34.9496944,-118.6920753,36.5,59,28080
"31","F001","Spring16","F001_Spring16","3300","2016/03/23 04:01",3.3,"F",11,345516.8997,3868743.863,34.9494483,-118.6918097,54.9,29,28109
"32","F001","Spring16","F001_Spring16","3300","2016/03/23 04:30",2,"F",11,345569.8353,3868729.255,34.9493247,-118.6912275,52,31,28140
"33","F001","Spring16","F001_Spring16","3300","2016/03/23 05:01",4.1,"F",11,345535.4055,3868690.33,34.9489686,-118.6915972,12.4,60,28200
"34","F001","Spring16","F001_Spring16","3300","2016/03/23 06:01",7.6,"F",11,345525.6296,3868682.674,34.9488981,-118.6917028,21.5,30,28230
"35","F001","Spring16","F001_Spring16","3300","2016/03/23 06:31",5,"F",11,345543.6948,3868694.35,34.9490061,-118.6915072,12.2,30,28260
"36","F001","Spring16","F001_Spring16","3300","2016/03/23 07:01",3.4,"F",11,345534.2745,3868686.655,34.9489353,-118.6916089,1.1,30,28290
"37","F001","Spring16","F001_Spring16","3300","2016/03/23 07:31",3.2,"F",11,345533.6316,3868687.531,34.9489431,-118.6916161,26.2,60,28350
"38","F001","Spring16","F001_Spring16","3300","2016/03/23 08:31",12.8,"F",11,345514.5283,3868669.571,34.9487783,-118.6918219,93.9,30,28380
"39","F001","Spring16","F001_Spring16","3300","2016/03/23 09:01",15.7,"F",11,345566.7745,3868747.579,34.9494894,-118.6912644,62.6,31,28411
"40","F001","Spring16","F001_Spring16","3300","2016/03/23 09:32",3.3,"F",11,345536.2083,3868692.968,34.9489925,-118.6915889,8.2,59,28470
"41","F001","Spring16","F001_Spring16","3300","2016/03/23 10:31",3.7,"F",11,345530.5995,3868687.028,34.9489381,-118.6916492,180.7,120,28590
"42","F001","Spring16","F001_Spring16","3300","2016/03/23 12:31",4.6,"F",11,345696.1404,3868614.578,34.9483103,-118.6898236,76.8,30,28620
"43","F001","Spring16","F001_Spring16","3300","2016/03/23 13:01",3.4,"F",11,345622.6318,3868592.423,34.9480994,-118.6906242,42.9,60,28680
"44","F001","Spring16","F001_Spring16","3300","2016/03/23 14:01",4,"F",11,345639.881,3868553.123,34.9477478,-118.6904281,234.4,60,28740
"45","F001","Spring16","F001_Spring16","3300","2016/03/23 15:01",3.4,"F",11,345873.5366,3868534.842,34.9476186,-118.6878669,20.8,30,28770
"46","F001","Spring16","F001_Spring16","3300","2016/03/23 15:31",2.3,"F",11,345884.3872,3868552.599,34.9477803,-118.6877514,181.3,30,28800
"47","F001","Spring16","F001_Spring16","3300","2016/03/23 16:01",4,"F",11,345794.758,3868710.165,34.9491869,-118.6887617,65.9,29,28829
"48","F001","Spring16","F001_Spring16","3300","2016/03/23 16:30",3.3,"F",11,345732.611,3868732.15,34.9493756,-118.6894461,66.3,151,28980
"49","F001","Spring16","F001_Spring16","3300","2016/03/23 19:01",3.2,"F",11,345668.0852,3868747.408,34.9495033,-118.6901553,19.8,29,29009
"50","F001","Spring16","F001_Spring16","3300","2016/03/23 19:30",2.5,"F",11,345660.7765,3868728.982,34.9493361,-118.6902319,128.4,392,29401
"51","F001","Spring16","F001_Spring16","3300","2016/03/24 02:02",2.8,"F",11,345538.2529,3868690.715,34.9489725,-118.6915661,11.7,89,29490
"52","F001","Spring16","F001_Spring16","3300","2016/03/24 03:31",6,"F",11,345547.1323,3868698.297,34.9490422,-118.6914703,31.5,30,29520
"53","F001","Spring16","F001_Spring16","3300","2016/03/24 04:01",4.9,"F",11,345518.2986,3868685.627,34.9489236,-118.6917836,17.4,29,29549
"54","F001","Spring16","F001_Spring16","3300","2016/03/24 04:30",2.4,"F",11,345534.996,3868690.426,34.9489694,-118.6916017,18.8,30,29579
"55","F001","Spring16","F001_Spring16","3300","2016/03/24 05:00",2.8,"F",11,345540.2528,3868708.499,34.9491331,-118.6915475,17.8,30,29609
"56","F001","Spring16","F001_Spring16","3300","2016/03/24 05:30",2.4,"F",11,345534.6409,3868691.575,34.9489797,-118.6916058,1.4,30,29639
"57","F001","Spring16","F001_Spring16","3300","2016/03/24 06:00",2.9,"F",11,345533.269,3868691.476,34.9489786,-118.6916208,5,30,29669
"58","F001","Spring16","F001_Spring16","3300","2016/03/24 06:30",3.9,"F",11,345538.3106,3868691.424,34.9489789,-118.6915656,16.1,181,29850
"59","F001","Spring16","F001_Spring16","3300","2016/03/24 09:31",3.6,"F",11,345522.2532,3868693.138,34.9489919,-118.6917417,8.3,60,29910
"60","F001","Spring16","F001_Spring16","3300","2016/03/24 10:31",7.9,"F",11,345530.5172,3868692.421,34.9489867,-118.6916511,6.5,60,29970
"61","F001","Spring16","F001_Spring16","3300","2016/03/24 11:31",2.7,"F",11,345535.7309,3868688.505,34.9489522,-118.6915933,22.8,30,30000
"62","F001","Spring16","F001_Spring16","3300","2016/03/24 12:01",2.8,"F",11,345523.9296,3868707.998,34.9491261,-118.6917261,29.7,60,30060
"63","F001","Spring16","F001_Spring16","3300","2016/03/24 13:01",3.5,"F",11,345508.777,3868733.494,34.9493536,-118.6918967,97.7,30,30090
"64","F001","Spring16","F001_Spring16","3300","2016/03/24 13:31",2,"F",11,345597.0617,3868691.728,34.9489906,-118.6909225,11.3,30,30120
"65","F001","Spring16","F001_Spring16","3300","2016/03/24 14:01",2.5,"F",11,345589.286,3868683.506,34.9489153,-118.6910061,146.4,30,30150
"66","F001","Spring16","F001_Spring16","3300","2016/03/24 14:31",2.7,"F",11,345732.8767,3868654.885,34.9486792,-118.6894289,81.3,30,30180
"67","F001","Spring16","F001_Spring16","3300","2016/03/24 15:01",3.6,"F",11,345805.389,3868691.658,34.9490217,-118.6886419,55.9,30,30210
"68","F001","Spring16","F001_Spring16","3300","2016/03/24 15:31",3.4,"F",11,345807.2186,3868747.532,34.9495256,-118.6886322,10.4,60,30270
"69","F001","Spring16","F001_Spring16","3300","2016/03/24 16:31",3.7,"F",11,345805.8212,3868757.817,34.9496181,-118.6886494,39.2,30,30300
"70","F001","Spring16","F001_Spring16","3300","2016/03/24 17:01",6.2,"F",11,345825.7781,3868724.131,34.9493175,-118.6884247,20.5,211,30511
"71","F001","Spring16","F001_Spring16","3300","2016/03/24 20:32",5.9,"F",11,345807.9805,3868734.228,34.9494058,-118.6886214,10.1,29,30540
"72","F001","Spring16","F001_Spring16","3300","2016/03/24 21:01",2.3,"F",11,345798.3976,3868737.44,34.9494333,-118.6887269,188.5,60,30600
"73","F001","Spring16","F001_Spring16","3300","2016/03/24 22:01",2.8,"F",11,345611.7281,3868711.472,34.9491708,-118.6907656,87.6,31,30631
"74","F001","Spring16","F001_Spring16","3300","2016/03/24 22:32",2.7,"F",11,345527.8968,3868686.02,34.9489286,-118.6916786,60.8,389,31020
"75","F001","Spring16","F001_Spring16","3300","2016/03/25 05:01",3.7,"F",11,345581.6682,3868657.618,34.9486808,-118.6910847,3.5,30,31050
"76","F001","Spring16","F001_Spring16","3300","2016/03/25 05:31",3.6,"F",11,345583.2911,3868660.675,34.9487086,-118.6910675,2.4,210,31260
"77","F001","Spring16","F001_Spring16","3300","2016/03/25 09:01",4.4,"F",11,345581.861,3868658.758,34.9486911,-118.6910828,5.6,29,31289
"78","F001","Spring16","F001_Spring16","3300","2016/03/25 09:30",3.3,"F",11,345579.0396,3868653.968,34.9486475,-118.6911128,11,151,31440
"79","F001","Spring16","F001_Spring16","3300","2016/03/25 12:01",4.3,"F",11,345583.6206,3868643.972,34.9485581,-118.6910608,320.7,150,31590
"80","F001","Spring16","F001_Spring16","3300","2016/03/25 14:31",3.4,"F",11,345880.2457,3868522.093,34.9475047,-118.6877911,53.8,30,31620
"81","F001","Spring16","F001_Spring16","3300","2016/03/25 15:01",2.2,"F",11,345931.9529,3868536.908,34.9476461,-118.6872278,238.4,30,31650
"82","F001","Spring16","F001_Spring16","3300","2016/03/25 15:31",2.9,"F",11,345794.8982,3868731.986,34.9493836,-118.6887642,17.2,90,31740
"83","F001","Spring16","F001_Spring16","3300","2016/03/25 17:01",3,"F",11,345796.034,3868714.859,34.9492294,-118.6887486,65.8,59,31799
"84","F001","Spring16","F001_Spring16","3300","2016/03/25 18:00",2.1,"F",11,345735.7803,3868688.329,34.9489811,-118.6894033,19.3,30,31829
"85","F001","Spring16","F001_Spring16","3300","2016/03/25 18:30",2.8,"F",11,345751.9885,3868698.784,34.9490778,-118.6892278,16.4,30,31859
"86","F001","Spring16","F001_Spring16","3300","2016/03/25 19:00",3.8,"F",11,345739.4808,3868709.468,34.9491722,-118.6893667,39.9,31,31890
"87","F001","Spring16","F001_Spring16","3300","2016/03/25 19:31",4.2,"F",11,345711.2095,3868737.626,34.9494217,-118.6896814,31.3,30,31920
"88","F001","Spring16","F001_Spring16","3300","2016/03/25 20:01",4.1,"F",11,345690.8672,3868713.895,34.9492047,-118.6898997,49.3,60,31980
"89","F001","Spring16","F001_Spring16","3300","2016/03/25 21:01",7.8,"F",11,345738.4809,3868701.109,34.9490967,-118.6893761,20,30,32010
"90","F001","Spring16","F001_Spring16","3300","2016/03/25 21:31",2.5,"F",11,345719.1159,3868696.288,34.9490503,-118.6895872,90.2,60,32070
"91","F001","Spring16","F001_Spring16","3300","2016/03/25 22:31",2.3,"F",11,345635.5198,3868730.119,34.9493425,-118.6905086,17.3,30,32100
"92","F001","Spring16","F001_Spring16","3300","2016/03/25 23:01",5.6,"F",11,345636.4244,3868747.422,34.9494986,-118.6905019,114.4,360,32460
"93","F001","Spring16","F001_Spring16","3300","2016/03/26 05:01",3.5,"F",11,345578.2423,3868648.956,34.9486022,-118.6911206,31.2,30,32490
"94","F001","Spring16","F001_Spring16","3300","2016/03/26 05:31",3.9,"F",11,345592.0841,3868621.019,34.9483525,-118.6909639,38.8,29,32519
"95","F001","Spring16","F001_Spring16","3300","2016/03/26 06:00",3.3,"F",11,345577.9243,3868657.16,34.9486761,-118.6911256,11.4,30,32549
"96","F001","Spring16","F001_Spring16","3300","2016/03/26 06:30",3.6,"F",11,345578.7,3868645.775,34.9485736,-118.691115,5.6,31,32580
"97","F001","Spring16","F001_Spring16","3300","2016/03/26 07:01",2.9,"F",11,345580.7425,3868650.955,34.9486206,-118.6910936,24.9,150,32730
"98","F001","Spring16","F001_Spring16","3300","2016/03/26 09:31",7.5,"F",11,345598.4943,3868668.406,34.9487806,-118.6909025,9.2,60,32790
"99","F001","Spring16","F001_Spring16","3300","2016/03/26 10:31",2.8,"F",11,345589.3523,3868669.603,34.94879,-118.6910028,17.7,29,32819
"100","F001","Spring16","F001_Spring16","3300","2016/03/26 11:00",3.3,"F",11,345576.9896,3868656.987,34.9486744,-118.6911358,18.7,61,32880
"101","F001","Spring16","F001_Spring16","3300","2016/03/26 12:01",3.4,"F",11,345577.8885,3868638.3,34.9485061,-118.6911225,62.8,30,32910
"102","F001","Spring16","F001_Spring16","3300","2016/03/26 12:31",3.5,"F",11,345618.2818,3868590.155,34.9480783,-118.6906714,23.3,29,32939
"103","F001","Spring16","F001_Spring16","3300","2016/03/26 13:00",3.3,"F",11,345609.875,3868568.386,34.9478808,-118.6907594,224.8,61,33000
"104","F001","Spring16","F001_Spring16","3300","2016/03/26 14:01",2.3,"F",11,345788.8234,3868432.33,34.9466817,-118.6887753,59.8,30,33030
"105","F001","Spring16","F001_Spring16","3300","2016/03/26 14:31",2.3,"F",11,345846.6582,3868447.529,34.9468275,-118.688145,178.9,30,33060
"106","F001","Spring16","F001_Spring16","3300","2016/03/26 15:01",2.7,"F",11,345965.5851,3868581.15,34.94805,-118.6868678,28.2,180,33240
"107","F001","Spring16","F001_Spring16","3300","2016/03/26 18:01",4.5,"F",11,345972.6411,3868608.456,34.9482972,-118.6867956,106.8,30,33270
"108","F001","Spring16","F001_Spring16","3300","2016/03/26 18:31",5,"F",11,346039.8661,3868691.429,34.9490553,-118.686075,146.5,90,33360
"109","F001","Spring16","F001_Spring16","3300","2016/03/26 20:01",3.3,"F",11,345900.7505,3868737.321,34.9494478,-118.6876064,110.1,120,33480
"110","F001","Spring16","F001_Spring16","3300","2016/03/26 22:01",2.3,"F",11,345790.6053,3868737.417,34.9494319,-118.6888122,60,29,33509
"111","F001","Spring16","F001_Spring16","3300","2016/03/26 22:30",2.2,"F",11,345730.6507,3868739.395,34.9494406,-118.6894689,55.4,30,33539
"112","F001","Spring16","F001_Spring16","3300","2016/03/26 23:00",6.9,"F",11,345734.6416,3868684.188,34.9489436,-118.689415,40.2,31,33570
"113","F001","Spring16","F001_Spring16","3300","2016/03/26 23:31",2.6,"F",11,345726.6572,3868723.619,34.9492978,-118.6895097,17.2,29,33599
"114","F001","Spring16","F001_Spring16","3300","2016/03/27 00:00",2.6,"F",11,345720.6078,3868739.709,34.9494419,-118.6895789,112,31,33630
"115","F001","Spring16","F001_Spring16","3300","2016/03/27 00:31",3.5,"F",11,345613.7408,3868773.234,34.9497278,-118.690755,124.7,30,33660
"116","F001","Spring16","F001_Spring16","3300","2016/03/27 01:01",3.2,"F",11,345489.603,3868784.764,34.9498128,-118.6921161,208.9,330,33990
"117","F001","Spring16","F001_Spring16","3300","2016/03/27 06:31",4.8,"F",11,345285.6869,3868739.402,34.9493728,-118.69434,7.1,29,34019
"118","F001","Spring16","F001_Spring16","3300","2016/03/27 07:00",3.4,"F",11,345288.059,3868732.761,34.9493133,-118.6943128,22.8,120,34139
"119","F001","Spring16","F001_Spring16","3300","2016/03/27 09:00",9.1,"F",11,345295.3772,3868754.393,34.9495094,-118.6942367,74.4,241,34380
"120","F001","Spring16","F001_Spring16","3300","2016/03/27 13:01",5.3,"F",11,345234.5429,3868797.161,34.9498856,-118.6949106,164.5,30,34410
"121","F001","Spring16","F001_Spring16","3300","2016/03/27 13:31",4.2,"F",11,345071.1881,3868777.887,34.9496869,-118.6966953,148.8,30,34440
"122","F001","Spring16","F001_Spring16","3300","2016/03/27 14:01",4.3,"F",11,344922.6658,3868786.488,34.9497417,-118.6983228,60.3,30,34470
"123","F001","Spring16","F001_Spring16","3300","2016/03/27 14:31",5.3,"F",11,344901.7032,3868843.048,34.9502483,-118.6985628,179.1,30,34500
"124","F001","Spring16","F001_Spring16","3300","2016/03/27 15:01",3.3,"F",11,344740.1544,3868765.615,34.9495256,-118.7003169,48.4,60,34560
"125","F001","Spring16","F001_Spring16","3300","2016/03/27 16:01",3.1,"F",11,344784.8204,3868784.237,34.9497003,-118.6998314,64.4,30,34590
"126","F001","Spring16","F001_Spring16","3300","2016/03/27 16:31",3.2,"F",11,344837.1242,3868821.746,34.9500464,-118.6992658,14.4,60,34650
"127","F001","Spring16","F001_Spring16","3300","2016/03/27 17:31",2.6,"F",11,344827.1001,3868811.343,34.9499511,-118.6993736,2.3,29,34679
"128","F001","Spring16","F001_Spring16","3300","2016/03/27 18:00",2.1,"F",11,344827.5214,3868813.555,34.9499711,-118.6993694,5.5,30,34709
"129","F001","Spring16","F001_Spring16","3300","2016/03/27 18:30",4.3,"F",11,344821.9899,3868813.804,34.9499725,-118.69943,37.5,61,34770
"130","F001","Spring16","F001_Spring16","3300","2016/03/27 19:31",3.2,"F",11,344826.2221,3868851.054,34.9503089,-118.6993906,49.4,30,34800
"131","F001","Spring16","F001_Spring16","3300","2016/03/27 20:01",4.8,"F",11,344799.756,3868892.797,34.9506811,-118.6996881,2.2,31,34831
"132","F001","Spring16","F001_Spring16","3300","2016/03/27 20:32",2.3,"F",11,344797.7661,3868891.811,34.9506719,-118.6997097,13.1,29,34860
"133","F001","Spring16","F001_Spring16","3300","2016/03/27 21:01",2.5,"F",11,344805.6797,3868902.194,34.9507667,-118.699625,50.6,30,34890
"134","F001","Spring16","F001_Spring16","3300","2016/03/27 21:31",2.9,"F",11,344756.7217,3868889.524,34.950645,-118.7001586,41.1,30,34920
"135","F001","Spring16","F001_Spring16","3300","2016/03/27 22:01",3.3,"F",11,344797.7478,3868892.343,34.9506767,-118.69971,9.9,29,34949
"136","F001","Spring16","F001_Spring16","3300","2016/03/27 22:30",2.5,"F",11,344787.9076,3868891.146,34.9506644,-118.6998175,13.4,31,34980
"137","F001","Spring16","F001_Spring16","3300","2016/03/27 23:01",2.3,"F",11,344795.7823,3868901.929,34.9507628,-118.6997333,97.7,30,35010
"138","F001","Spring16","F001_Spring16","3300","2016/03/27 23:31",2.6,"F",11,344839.6605,3868989.262,34.9515567,-118.6992692,126.9,30,35040
"139","F001","Spring16","F001_Spring16","3300","2016/03/28 00:01",3.9,"F",11,344854.9035,3868863.325,34.9504239,-118.6990789,157.7,90,35130
"140","F001","Spring16","F001_Spring16","3300","2016/03/28 01:31",2.7,"F",11,344906.2648,3868714.187,34.9490875,-118.6984889,8.4,209,35339
"141","F001","Spring16","F001_Spring16","3300","2016/03/28 05:00",3.2,"F",11,344908.6586,3868722.278,34.9491608,-118.6984642,8,30,35369
"142","F001","Spring16","F001_Spring16","3300","2016/03/28 05:30",3.5,"F",11,344901.0812,3868719.855,34.9491378,-118.6985467,15.3,61,35430
"143","F001","Spring16","F001_Spring16","3300","2016/03/28 06:31",2.6,"F",11,344916.3802,3868719.751,34.9491392,-118.6983792,15.7,30,35460
"144","F001","Spring16","F001_Spring16","3300","2016/03/28 07:01",4,"F",11,344901.1268,3868723.616,34.9491717,-118.6985469,5.8,29,35489
"145","F001","Spring16","F001_Spring16","3300","2016/03/28 07:30",2.7,"F",11,344905.5763,3868719.901,34.9491389,-118.6984975,2.1,31,35520
"146","F001","Spring16","F001_Spring16","3300","2016/03/28 08:01",3.3,"F",11,344903.4662,3868719.904,34.9491386,-118.6985206,3.3,59,35579
"147","F001","Spring16","F001_Spring16","3300","2016/03/28 09:00",3,"F",11,344900.5238,3868721.462,34.9491522,-118.6985531,7.5,30,35609
"148","F001","Spring16","F001_Spring16","3300","2016/03/28 09:30",3.4,"F",11,344906.8674,3868725.46,34.9491892,-118.6984844,72.7,272,35881
"149","F001","Spring16","F001_Spring16","3300","2016/03/28 14:02",7.2,"F",11,344962.4797,3868678.629,34.9487756,-118.6978669,215.4,59,35940
"150","F001","Spring16","F001_Spring16","3300","2016/03/28 15:01",2.9,"F",11,344747.2735,3868687.367,34.9488214,-118.7002244,137.5,330,36270
"151","F001","Spring16","F001_Spring16","3300","2016/03/28 20:31",4.3,"F",11,344880.1737,3868722.674,34.94916,-118.6987761,116.5,30,36300
"152","F001","Spring16","F001_Spring16","3300","2016/03/28 21:01",2.7,"F",11,344770.7036,3868762.532,34.9495025,-118.6999819,38.6,30,36330
"153","F001","Spring16","F001_Spring16","3300","2016/03/28 21:31",3.1,"F",11,344788.8406,3868796.65,34.9498128,-118.6997897,60.5,30,36360
"154","F001","Spring16","F001_Spring16","3300","2016/03/28 22:01",3.2,"F",11,344729.7333,3868809.759,34.9499219,-118.7004392,43.6,30,36390
"155","F001","Spring16","F001_Spring16","3300","2016/03/28 22:31",3.8,"F",11,344768.0003,3868788.894,34.9497397,-118.7000164,26,30,36420
"156","F001","Spring16","F001_Spring16","3300","2016/03/28 23:01",2.9,"F",11,344793.9573,3868790.273,34.9497561,-118.6997325,129.1,60,36480
"157","F001","Spring16","F001_Spring16","3300","2016/03/29 00:01",8.8,"F",11,344880.8427,3868694.837,34.9489092,-118.6987636,36.7,210,36690
"158","F001","Spring16","F001_Spring16","3300","2016/03/29 03:31",5.5,"F",11,344903.4585,3868723.754,34.9491733,-118.6985214,25,30,36720
"159","F001","Spring16","F001_Spring16","3300","2016/03/29 04:01",12,"F",11,344883.3639,3868708.818,34.9490356,-118.6987386,14.8,180,36900
"160","F001","Spring16","F001_Spring16","3300","2016/03/29 07:01",4.1,"F",11,344897.3855,3868703.953,34.9489939,-118.6985842,16.5,60,36960
"161","F001","Spring16","F001_Spring16","3300","2016/03/29 08:01",3.2,"F",11,344880.8839,3868704.788,34.9489989,-118.698765,7.8,30,36990
"162","F001","Spring16","F001_Spring16","3300","2016/03/29 08:31",5,"F",11,344886.8513,3868709.768,34.9490447,-118.6987006,34.2,121,37111
"163","F001","Spring16","F001_Spring16","3300","2016/03/29 10:32",3.6,"F",11,344898.5371,3868677.64,34.9487569,-118.6985667,122.3,599,37710
"164","F001","Spring16","F001_Spring16","3300","2016/03/29 20:31",11.8,"F",11,344830.8343,3868575.801,34.9478286,-118.6992889,36,181,37891
"165","F001","Spring16","F001_Spring16","3300","2016/03/29 23:32",4.3,"F",11,344866.8322,3868576.698,34.9478422,-118.698895,77.4,59,37950
"166","F001","Spring16","F001_Spring16","3300","2016/03/30 00:31",2.8,"F",11,344799.8644,3868615.435,34.9481811,-118.6996353,147.1,210,38160
"167","F001","Spring16","F001_Spring16","3300","2016/03/30 04:01",4.2,"F",11,344933.3697,3868677.181,34.9487581,-118.6981853,14.1,29,38189
"168","F001","Spring16","F001_Spring16","3300","2016/03/30 04:30",2.1,"F",11,344926.8871,3868689.739,34.9488703,-118.6982586,4.6,30,38219
"169","F001","Spring16","F001_Spring16","3300","2016/03/30 05:00",2.7,"F",11,344930.2599,3868686.631,34.9488428,-118.6982211,7.3,30,38249
"170","F001","Spring16","F001_Spring16","3300","2016/03/30 05:30",2,"F",11,344931.4525,3868679.4,34.9487778,-118.6982067,4.5,90,38339
"171","F001","Spring16","F001_Spring16","3300","2016/03/30 07:00",2.4,"F",11,344933.6575,3868683.367,34.9488139,-118.6981833,12.6,30,38369
"172","F001","Spring16","F001_Spring16","3300","2016/03/30 07:30",2.9,"F",11,344935.7296,3868670.906,34.9487019,-118.6981583,10.2,151,38520
"173","F001","Spring16","F001_Spring16","3300","2016/03/30 10:01",4,"F",11,344931.6213,3868680.196,34.948785,-118.698205,7.8,90,38610
"174","F001","Spring16","F001_Spring16","3300","2016/03/30 11:31",2.4,"F",11,344924.0522,3868678.261,34.9487664,-118.6982875,49.7,61,38671
"175","F001","Spring16","F001_Spring16","3300","2016/03/30 12:32",3.6,"F",11,344972.9746,3868669.42,34.9486942,-118.6977503,23.7,29,38700
"176","F001","Spring16","F001_Spring16","3300","2016/03/30 13:01",4.9,"F",11,344996.3814,3868672.839,34.9487286,-118.6974947,211.3,30,38730
"177","F001","Spring16","F001_Spring16","3300","2016/03/30 13:31",11.1,"F",11,344851.6707,3868826.824,34.9500944,-118.6991075,93.4,59,38789
"178","F001","Spring16","F001_Spring16","3300","2016/03/30 14:30",2.2,"F",11,344889.342,3868741.312,34.9493294,-118.6986792,76.2,30,38819
"179","F001","Spring16","F001_Spring16","3300","2016/03/30 15:00",2.2,"F",11,344831.0839,3868790.44,34.9497633,-118.6993261,29.5,31,38850
"180","F001","Spring16","F001_Spring16","3300","2016/03/30 15:31",3,"F",11,344822.6855,3868818.719,34.9500169,-118.6994233,75.5,30,38880
"181","F001","Spring16","F001_Spring16","3300","2016/03/30 16:01",2.6,"F",11,344803.906,3868891.895,34.9506736,-118.6996425,13.8,29,38909
"182","F001","Spring16","F001_Spring16","3300","2016/03/30 16:30",3.3,"F",11,344791.71,3868898.271,34.9507292,-118.6997772,17,91,39000
"183","F001","Spring16","F001_Spring16","3300","2016/03/30 18:01",2.6,"F",11,344776.8809,3868906.655,34.9508025,-118.6999411,17.4,59,39059
"184","F001","Spring16","F001_Spring16","3300","2016/03/30 19:00",3.5,"F",11,344791.998,3868915.207,34.9508819,-118.6997772,20.9,151,39210
