Indiv_ID,Season,Indiv_ID,CollarType,Fix_DateTime,DOP,Sex,UTM,X,Y,Lat,Long,DistBet,TimeBet,t
F014,Winter17,F014_Winter17,3300,2016/12/21 00:00,4.3,F,11,345685.0086,3863873.419,34.9055736,-118.6890692,2,30,846987
F014,Winter17,F014_Winter17,3300,2016/12/21 00:30,2.3,F,11,345685.4251,3863875.353,34.9055911,-118.689065,3.9,29.99999999,847017
F014,Winter17,F014_Winter17,3300,2016/12/21 01:00,2.4,F,11,345688.9254,3863873.719,34.9055769,-118.6890264,3.5,30,847047
F014,Winter17,F014_Winter17,3300,2016/12/21 01:30,2.9,F,11,345690.8873,3863870.823,34.9055511,-118.6890044,5.6,30,847077
F014,Winter17,F014_Winter17,3300,2016/12/21 02:00,1.8,F,11,345686.6305,3863867.167,34.9055175,-118.6890503,57.9,29.99999999,847107
F014,Winter17,F014_Winter17,3300,2016/12/21 02:30,5.1,F,11,345694.1427,3863809.716,34.9050008,-118.6889575,9.7,30,847137
F014,Winter17,F014_Winter17,3300,2016/12/21 03:00,2.6,F,11,345703.7892,3863811.04,34.9050142,-118.6888522,11.5,30,847167
F014,Winter17,F014_Winter17,3300,2016/12/21 03:30,2.4,F,11,345694.1133,3863817.183,34.9050681,-118.6889592,128.9,29.99999999,847197
F014,Winter17,F014_Winter17,3300,2016/12/21 04:00,4.3,F,11,345675.9589,3863944.819,34.9062158,-118.6891814,117.8,31.00000001,847228
F014,Winter17,F014_Winter17,3300,2016/12/21 04:31,3.2,F,11,345593.3189,3864028.711,34.9069594,-118.6901011,15.9,29,847257
F014,Winter17,F014_Winter17,3300,2016/12/21 05:00,2.5,F,11,345577.7031,3864031.626,34.9069833,-118.6902725,11.9,29.99999999,847287
F014,Winter17,F014_Winter17,3300,2016/12/21 05:30,2.7,F,11,345568.2408,3864024.419,34.9069169,-118.6903747,48.9,30,847317
F014,Winter17,F014_Winter17,3300,2016/12/21 06:00,2.3,F,11,345614.1933,3864041.15,34.9070747,-118.689875,20.3,30,847347
F014,Winter17,F014_Winter17,3300,2016/12/21 06:30,2.5,F,11,345594.1619,3864038.038,34.9070436,-118.6900936,8.5,29.99999999,847377
F014,Winter17,F014_Winter17,3300,2016/12/21 07:00,2.9,F,11,345600.4016,3864043.846,34.9070969,-118.6900264,19.6,30,847407
F014,Winter17,F014_Winter17,3300,2016/12/21 07:30,2.4,F,11,345609.1245,3864061.394,34.9072564,-118.6899342,17.1,30,847437
F014,Winter17,F014_Winter17,3300,2016/12/21 08:00,2.8,F,11,345614.1807,3864077.761,34.9074047,-118.6898819,21.9,29.99999999,847467
F014,Winter17,F014_Winter17,3300,2016/12/21 08:30,2.8,F,11,345624.3063,3864097.194,34.9075814,-118.6897747,48.8,30,847497
F014,Winter17,F014_Winter17,3300,2016/12/21 09:00,2.8,F,11,345601.3166,3864054.192,34.9071903,-118.6900183,45.8,30,847527
F014,Winter17,F014_Winter17,3300,2016/12/21 09:30,3.3,F,11,345555.7465,3864049.814,34.9071439,-118.6905161,227.2,31,847558
F014,Winter17,F014_Winter17,3300,2016/12/21 10:01,2.7,F,11,345606.516,3863828.391,34.9051558,-118.6899197,23,30,847588
F014,Winter17,F014_Winter17,3300,2016/12/21 10:31,5,F,11,345616.7625,3863849.02,34.9053433,-118.6898114,2.2,29.99999999,847618
F014,Winter17,F014_Winter17,3300,2016/12/21 11:01,5.5,F,11,345615.8693,3863847.005,34.905325,-118.6898208,16,30,847648
F014,Winter17,F014_Winter17,3300,2016/12/21 11:31,11.8,F,11,345628.444,3863837.174,34.9052383,-118.6896814,11.2,30,847678
F014,Winter17,F014_Winter17,3300,2016/12/21 12:01,2.8,F,11,345623.2273,3863847.036,34.9053264,-118.6897403,3.5,29.99999999,847708
F014,Winter17,F014_Winter17,3300,2016/12/21 12:31,3.6,F,11,345625.7279,3863844.653,34.9053053,-118.6897125,8.8,30,847738
F014,Winter17,F014_Winter17,3300,2016/12/21 13:01,2.6,F,11,345617.2623,3863847.226,34.9053272,-118.6898056,10.2,30,847768
F014,Winter17,F014_Winter17,3300,2016/12/21 13:31,4.6,F,11,345627.0857,3863849.833,34.9053522,-118.6896986,15.6,29,847797
F014,Winter17,F014_Winter17,3300,2016/12/21 14:00,7,F,11,345613.5817,3863857.672,34.9054208,-118.6898478,15.9,31,847828
F014,Winter17,F014_Winter17,3300,2016/12/21 14:31,3.7,F,11,345616.3892,3863842.07,34.9052806,-118.6898142,8,30,847858
F014,Winter17,F014_Winter17,3300,2016/12/21 15:01,3.4,F,11,345622.024,3863847.766,34.9053328,-118.6897536,52.5,31,847889
F014,Winter17,F014_Winter17,3300,2016/12/21 15:32,18.3,F,11,345668.9986,3863824.286,34.9051283,-118.6892353,52,29,847918
F014,Winter17,F014_Winter17,3300,2016/12/21 16:01,5.5,F,11,345620.3844,3863842.68,34.9052867,-118.6897706,4.9,29,847947
F014,Winter17,F014_Winter17,3300,2016/12/21 16:30,2.1,F,11,345617.3331,3863846.548,34.9053211,-118.6898047,8.8,30,847977
F014,Winter17,F014_Winter17,3300,2016/12/21 17:00,3.4,F,11,345611.6091,3863839.899,34.9052603,-118.6898661,10.8,29.99999999,848007
F014,Winter17,F014_Winter17,3300,2016/12/21 17:30,2.8,F,11,345622.427,3863840.238,34.905265,-118.6897478,8.6,30,848037
F014,Winter17,F014_Winter17,3300,2016/12/21 18:00,2.7,F,11,345615.737,3863834.837,34.9052153,-118.68982,11.9,31,848068
F014,Winter17,F014_Winter17,3300,2016/12/21 18:31,4.7,F,11,345612.402,3863846.265,34.9053178,-118.6898586,5.5,30,848098
F014,Winter17,F014_Winter17,3300,2016/12/21 19:01,2.4,F,11,345616.9952,3863843.314,34.9052919,-118.6898078,6.9,30,848128
F014,Winter17,F014_Winter17,3300,2016/12/21 19:31,3,F,11,345610.5125,3863840.994,34.90527,-118.6898783,11.3,29.99999999,848158
F014,Winter17,F014_Winter17,3300,2016/12/21 20:01,4.7,F,11,345618.6863,3863848.744,34.9053411,-118.6897903,3.8,29,848187
F014,Winter17,F014_Winter17,3300,2016/12/21 20:30,2.4,F,11,345617.1284,3863845.253,34.9053094,-118.6898067,10.5,30,848217
F014,Winter17,F014_Winter17,3300,2016/12/21 21:00,2.5,F,11,345611.5946,3863854.2,34.9053892,-118.6898689,11.9,30,848247
F014,Winter17,F014_Winter17,3300,2016/12/21 21:30,3,F,11,345620.11,3863845.913,34.9053158,-118.6897742,5.6,31,848278
F014,Winter17,F014_Winter17,3300,2016/12/21 22:01,2.4,F,11,345614.5697,3863845.274,34.9053092,-118.6898347,0.8,30,848308
F014,Winter17,F014_Winter17,3300,2016/12/21 22:31,2.1,F,11,345613.7996,3863845.132,34.9053078,-118.6898431,0.4,58.99999999,848367
F014,Winter17,F014_Winter17,3300,2016/12/21 23:30,3.8,F,11,345614.2396,3863845.213,34.9053086,-118.6898383,4.7,30,848397
F014,Winter17,F014_Winter17,3300,2016/12/22 00:00,4.2,F,11,345618.9776,3863844.889,34.9053064,-118.6897864,2.8,31,848428
F014,Winter17,F014_Winter17,3300,2016/12/22 00:31,4.9,F,11,345617.2133,3863842.7,34.9052864,-118.6898053,4.8,30,848458
F014,Winter17,F014_Winter17,3300,2016/12/22 01:01,3.4,F,11,345621.9881,3863842.93,34.9052892,-118.6897531,13,30,848488
F014,Winter17,F014_Winter17,3300,2016/12/22 01:31,2.5,F,11,345612.7013,3863852.084,34.9053703,-118.6898564,15.1,29,848517
F014,Winter17,F014_Winter17,3300,2016/12/22 02:00,3,F,11,345616.8991,3863837.624,34.9052406,-118.6898078,8.5,31,848548
F014,Winter17,F014_Winter17,3300,2016/12/22 02:31,2.9,F,11,345618.439,3863846.008,34.9053164,-118.6897925,11,29,848577
F014,Winter17,F014_Winter17,3300,2016/12/22 03:00,2.6,F,11,345609.0392,3863851.713,34.9053664,-118.6898964,130,30,848607
F014,Winter17,F014_Winter17,3300,2016/12/22 03:30,1.8,F,11,345619.9095,3863981.3,34.9065361,-118.6898014,66.5,29.99999999,848637
F014,Winter17,F014_Winter17,3300,2016/12/22 04:00,5.8,F,11,345571.09,3864026.446,34.9069356,-118.6903439,8.5,30,848667
F014,Winter17,F014_Winter17,3300,2016/12/22 04:30,2.2,F,11,345566.2081,3864033.396,34.9069975,-118.6903986,21.5,31,848698
F014,Winter17,F014_Winter17,3300,2016/12/22 05:01,3.2,F,11,345562.0142,3864012.354,34.9068072,-118.6904406,59.9,29,848727
F014,Winter17,F014_Winter17,3300,2016/12/22 05:30,2.7,F,11,345517.8724,3863971.895,34.9064358,-118.6909161,56.7,30,848757
F014,Winter17,F014_Winter17,3300,2016/12/22 06:00,2.3,F,11,345461.2653,3863975.326,34.9064581,-118.6915361,546.8,31,848788
F014,Winter17,F014_Winter17,3300,2016/12/22 06:31,1.7,F,11,345044.124,3863621.819,34.9032081,-118.6960347,37.5,29,848817
F014,Winter17,F014_Winter17,3300,2016/12/22 07:00,3.7,F,11,345075.3043,3863601.011,34.9030253,-118.6956897,40,30,848847
F014,Winter17,F014_Winter17,3300,2016/12/22 07:30,1.8,F,11,345047.2235,3863629.433,34.9032772,-118.6960022,233.7,31,848878
F014,Winter17,F014_Winter17,3300,2016/12/22 08:01,3.1,F,11,344844.6385,3863745.874,34.9042958,-118.6982403,465.5,30,848908
F014,Winter17,F014_Winter17,3300,2016/12/22 08:31,2.7,F,11,345158.2216,3863401.784,34.9012422,-118.6947456,669.8,29,848937
F014,Winter17,F014_Winter17,3300,2016/12/22 09:00,3.4,F,11,345523.4851,3862840.339,34.8962372,-118.6906456,163.1,31,848968
F014,Winter17,F014_Winter17,3300,2016/12/22 09:31,3.1,F,11,345663.9771,3862923.238,34.8970058,-118.6891239,29.7,29,848997
F014,Winter17,F014_Winter17,3300,2016/12/22 10:00,2.1,F,11,345674.4556,3862951.074,34.8972583,-118.6890144,39.9,30,849027
F014,Winter17,F014_Winter17,3300,2016/12/22 10:30,2,F,11,345713.5419,3862943.026,34.8971917,-118.6885853,20.4,30,849057
F014,Winter17,F014_Winter17,3300,2016/12/22 11:00,2.4,F,11,345712.212,3862963.351,34.8973747,-118.6886036,2.9,32,849089
F014,Winter17,F014_Winter17,3300,2016/12/22 11:32,4.9,F,11,345709.5789,3862962.231,34.8973642,-118.6886322,8,28,849117
F014,Winter17,F014_Winter17,3300,2016/12/22 12:00,2.7,F,11,345717.5378,3862961.542,34.8973592,-118.688545,5.9,30,849147
F014,Winter17,F014_Winter17,3300,2016/12/22 12:30,3,F,11,345711.6419,3862960.987,34.8973533,-118.6886094,2.9,29.99999999,849177
F014,Winter17,F014_Winter17,3300,2016/12/22 13:00,3.2,F,11,345714.5245,3862960.638,34.8973506,-118.6885778,7.5,30,849207
F014,Winter17,F014_Winter17,3300,2016/12/22 13:30,5,F,11,345707.0731,3862959.988,34.8973436,-118.6886592,9.2,30,849237
F014,Winter17,F014_Winter17,3300,2016/12/22 14:00,2.4,F,11,345714.6536,3862954.745,34.8972975,-118.6885753,7.8,29.99999999,849267
F014,Winter17,F014_Winter17,3300,2016/12/22 14:30,2.8,F,11,345717.4187,3862962.065,34.8973639,-118.6885464,1.1,30,849297
F014,Winter17,F014_Winter17,3300,2016/12/22 15:00,3.2,F,11,345716.6745,3862961.301,34.8973569,-118.6885544,9.2,31,849328
F014,Winter17,F014_Winter17,3300,2016/12/22 15:31,3.4,F,11,345707.7718,3862959.144,34.8973361,-118.6886514,11.5,30,849358
F014,Winter17,F014_Winter17,3300,2016/12/22 16:01,3.5,F,11,345718.0217,3862953.923,34.8972906,-118.6885383,10.5,29,849387
F014,Winter17,F014_Winter17,3300,2016/12/22 16:30,3.2,F,11,345713.0957,3862963.181,34.8973733,-118.6885939,3.3,30,849417
F014,Winter17,F014_Winter17,3300,2016/12/22 17:00,2.8,F,11,345712.2558,3862959.989,34.8973444,-118.6886025,1.7,29.99999999,849447
F014,Winter17,F014_Winter17,3300,2016/12/22 17:30,2.8,F,11,345710.6205,3862959.495,34.8973397,-118.6886203,7.8,30,849477
F014,Winter17,F014_Winter17,3300,2016/12/22 18:00,3.2,F,11,345716.4754,3862954.371,34.8972944,-118.6885553,7.2,30,849507
F014,Winter17,F014_Winter17,3300,2016/12/22 18:30,3,F,11,345716.4498,3862961.527,34.8973589,-118.6885569,12.5,29.99999999,849537
F014,Winter17,F014_Winter17,3300,2016/12/22 19:00,3.1,F,11,345711.7037,3862950.013,34.8972544,-118.6886067,10,30,849567
F014,Winter17,F014_Winter17,3300,2016/12/22 19:30,2.6,F,11,345716.9015,3862958.502,34.8973317,-118.6885514,4.6,30,849597
F014,Winter17,F014_Winter17,3300,2016/12/22 20:00,3,F,11,345712.9331,3862956.25,34.8973108,-118.6885944,3.1,29.99999999,849627
F014,Winter17,F014_Winter17,3300,2016/12/22 20:30,2.8,F,11,345714.2567,3862953.432,34.8972856,-118.6885794,12.8,30,849657
F014,Winter17,F014_Winter17,3300,2016/12/22 21:00,2.4,F,11,345706.8913,3862963.84,34.8973783,-118.6886619,4.9,31,849688
F014,Winter17,F014_Winter17,3300,2016/12/22 21:31,3.3,F,11,345711.6956,3862963.083,34.8973722,-118.6886092,32.2,60.00000001,849748
F014,Winter17,F014_Winter17,3300,2016/12/22 22:31,14.3,F,11,345741.9988,3862974.065,34.8974758,-118.6882797,34.7,29.99999999,849778
F014,Winter17,F014_Winter17,3300,2016/12/22 23:01,4,F,11,345717.1672,3862949.866,34.8972539,-118.6885469,10.8,30,849808
F014,Winter17,F014_Winter17,3300,2016/12/22 23:31,4.6,F,11,345711.3233,3862958.895,34.8973344,-118.6886125,9.3,29,849837
F014,Winter17,F014_Winter17,3300,2016/12/23 00:00,5,F,11,345705.8648,3862966.387,34.8974011,-118.6886736,13.8,30,849867
F014,Winter17,F014_Winter17,3300,2016/12/23 00:30,2.3,F,11,345706.82,3862952.57,34.8972767,-118.6886606,10,29.99999999,849897
F014,Winter17,F014_Winter17,3300,2016/12/23 01:00,3.1,F,11,345710.5331,3862961.904,34.8973614,-118.6886217,5.9,30,849927
F014,Winter17,F014_Winter17,3300,2016/12/23 01:30,4.3,F,11,345713.5187,3862956.828,34.8973161,-118.6885881,10.5,30,849957
F014,Winter17,F014_Winter17,3300,2016/12/23 02:00,2.4,F,11,345708.6757,3862966.129,34.8973992,-118.6886428,83.3,31,849988
F014,Winter17,F014_Winter17,3300,2016/12/23 02:31,2.3,F,11,345707.0088,3863049.386,34.8981494,-118.6886764,441.5,29,850017
F014,Winter17,F014_Winter17,3300,2016/12/23 03:00,2,F,11,345982.5874,3863394.311,34.9013003,-118.685725,73.5,30,850047
F014,Winter17,F014_Winter17,3300,2016/12/23 03:30,5.4,F,11,345983.5688,3863467.794,34.9019628,-118.6857278,10.3,31,850078
F014,Winter17,F014_Winter17,3300,2016/12/23 04:01,6,F,11,345985.366,3863477.904,34.9020542,-118.68571,16.1,30,850108
F014,Winter17,F014_Winter17,3300,2016/12/23 04:31,2.6,F,11,345999.4622,3863485.643,34.9021261,-118.6855572,27,29.99999999,850138
F014,Winter17,F014_Winter17,3300,2016/12/23 05:01,3.3,F,11,345983.5846,3863463.844,34.9019272,-118.6857269,31.8,30,850168
F014,Winter17,F014_Winter17,3300,2016/12/23 05:31,2.2,F,11,346004.116,3863439.59,34.9017117,-118.6854978,36.3,29,850197
F014,Winter17,F014_Winter17,3300,2016/12/23 06:00,2.5,F,11,345979.2807,3863466.08,34.9019467,-118.6857744,18.6,30,850227
F014,Winter17,F014_Winter17,3300,2016/12/23 06:30,2.2,F,11,345992.0481,3863479.577,34.9020703,-118.6856372,29.8,31,850258
F014,Winter17,F014_Winter17,3300,2016/12/23 07:01,4.6,F,11,346012.8378,3863458.182,34.9018806,-118.6854058,152.9,29,850287
F014,Winter17,F014_Winter17,3300,2016/12/23 07:30,2.4,F,11,345914.5844,3863341.094,34.9008103,-118.6864592,426.9,30,850317
F014,Winter17,F014_Winter17,3300,2016/12/23 08:00,2.3,F,11,345682.8303,3862982.618,34.8975439,-118.6889286,38.5,29.99999999,850347
F014,Winter17,F014_Winter17,3300,2016/12/23 08:30,2.7,F,11,345721.2437,3862979.663,34.8975231,-118.6885078,31.8,30,850377
F014,Winter17,F014_Winter17,3300,2016/12/23 09:00,2.1,F,11,345717.5671,3862948.106,34.8972381,-118.6885422,10.6,30,850407
F014,Winter17,F014_Winter17,3300,2016/12/23 09:30,2.9,F,11,345710.154,3862955.686,34.8973053,-118.6886247,6.6,29.99999999,850437
F014,Winter17,F014_Winter17,3300,2016/12/23 10:00,2.3,F,11,345714.0458,3862960.979,34.8973536,-118.6885831,2,30,850467
F014,Winter17,F014_Winter17,3300,2016/12/23 10:30,1.9,F,11,345713.9668,3862959.006,34.8973358,-118.6885836,3.3,30,850497
F014,Winter17,F014_Winter17,3300,2016/12/23 11:00,2.4,F,11,345717.0175,3862957.79,34.8973253,-118.68855,9,29.99999999,850527
F014,Winter17,F014_Winter17,3300,2016/12/23 11:30,3,F,11,345709.6914,3862962.939,34.8973706,-118.6886311,4.1,30,850557
F014,Winter17,F014_Winter17,3300,2016/12/23 12:00,2.6,F,11,345710.4366,3862958.888,34.8973342,-118.6886222,1.9,30,850587
F014,Winter17,F014_Winter17,3300,2016/12/23 12:30,2.9,F,11,345711.3506,3862957.264,34.8973197,-118.6886119,2,31,850618
F014,Winter17,F014_Winter17,3300,2016/12/23 13:01,6.2,F,11,345709.8754,3862955.969,34.8973078,-118.6886278,4.5,29,850647
F014,Winter17,F014_Winter17,3300,2016/12/23 13:30,2.5,F,11,345708.8343,3862960.357,34.8973472,-118.68864,8.6,31,850678
F014,Winter17,F014_Winter17,3300,2016/12/23 14:01,3.5,F,11,345712.7474,3862968.002,34.8974167,-118.6885986,10,29,850707
F014,Winter17,F014_Winter17,3300,2016/12/23 14:30,3.4,F,11,345711.5099,3862958.038,34.8973267,-118.6886103,0.8,31.00000001,850738
F014,Winter17,F014_Winter17,3300,2016/12/23 15:01,3.3,F,11,345711.524,3862958.87,34.8973342,-118.6886103,12.9,90,850828
F014,Winter17,F014_Winter17,3300,2016/12/23 16:31,5.1,F,11,345703.2629,3862968.739,34.8974219,-118.6887025,13.1,29,850857
F014,Winter17,F014_Winter17,3300,2016/12/23 17:00,3.4,F,11,345713.2008,3862960.195,34.8973464,-118.6885922,11.1,29.99999999,850887
F014,Winter17,F014_Winter17,3300,2016/12/23 17:30,3,F,11,345707.9091,3862969.992,34.8974339,-118.6886519,14.6,30,850917
F014,Winter17,F014_Winter17,3300,2016/12/23 18:00,3.3,F,11,345710.9125,3862955.674,34.8973053,-118.6886164,7.9,30,850947
F014,Winter17,F014_Winter17,3300,2016/12/23 18:30,2.4,F,11,345712.0867,3862963.509,34.8973761,-118.688605,9.7,29.99999999,850977
F014,Winter17,F014_Winter17,3300,2016/12/23 19:00,3,F,11,345714.1842,3862954.01,34.8972908,-118.6885803,3.6,31.00000001,851008
F014,Winter17,F014_Winter17,3300,2016/12/23 19:31,3.4,F,11,345711.5656,3862956.461,34.8973125,-118.6886094,2.6,58.99999999,851067
F014,Winter17,F014_Winter17,3300,2016/12/23 20:30,2.8,F,11,345714.0692,3862955.865,34.8973075,-118.6885819,0.6,31.00000001,851098
F014,Winter17,F014_Winter17,3300,2016/12/23 21:01,3.1,F,11,345714.478,3862956.257,34.8973111,-118.6885775,5.6,29.99999999,851128
F014,Winter17,F014_Winter17,3300,2016/12/23 21:31,3.4,F,11,345711.1809,3862960.75,34.8973511,-118.6886144,3,29,851157
F014,Winter17,F014_Winter17,3300,2016/12/23 22:00,2.5,F,11,345712.5252,3862958.076,34.8973272,-118.6885992,10.1,31.00000001,851188
F014,Winter17,F014_Winter17,3300,2016/12/23 22:31,3.6,F,11,345702.4067,3862958.624,34.8973306,-118.68871,9.7,29,851217
F014,Winter17,F014_Winter17,3300,2016/12/23 23:00,3,F,11,345711.5734,3862961.798,34.8973606,-118.6886103,9.3,29.99999999,851247
F014,Winter17,F014_Winter17,3300,2016/12/23 23:30,3.5,F,11,345720.8299,3862962.718,34.8973703,-118.6885092,14.3,30,851277
F014,Winter17,F014_Winter17,3300,2016/12/24 00:00,1.8,F,11,345706.814,3862965.761,34.8973956,-118.6886631,8.3,30,851307
F014,Winter17,F014_Winter17,3300,2016/12/24 00:30,2,F,11,345699.3675,3862962.148,34.8973619,-118.6887439,12.3,29.99999999,851337
F014,Winter17,F014_Winter17,3300,2016/12/24 01:00,3.6,F,11,345711.2746,3862965.22,34.8973914,-118.6886142,6.9,30,851367
F014,Winter17,F014_Winter17,3300,2016/12/24 01:30,3.3,F,11,345716.322,3862960.453,34.8973492,-118.6885581,6.4,31,851398
F014,Winter17,F014_Winter17,3300,2016/12/24 02:01,3.3,F,11,345711.8562,3862965.021,34.8973897,-118.6886078,1.6,30,851428
F014,Winter17,F014_Winter17,3300,2016/12/24 02:31,4.3,F,11,345713.4114,3862965.095,34.8973906,-118.6885908,13.6,29,851457
F014,Winter17,F014_Winter17,3300,2016/12/24 03:00,3,F,11,345709.553,3862952.024,34.8972722,-118.6886306,6.1,32,851489
F014,Winter17,F014_Winter17,3300,2016/12/24 03:32,3.8,F,11,345715.6185,3862951.8,34.8972711,-118.6885642,16.1,29,851518
F014,Winter17,F014_Winter17,3300,2016/12/24 04:01,2.5,F,11,345731.6387,3862949.988,34.8972572,-118.6883886,4.5,30,851548
F014,Winter17,F014_Winter17,3300,2016/12/24 04:31,2.5,F,11,345736.0978,3862949.358,34.8972522,-118.6883397,13.6,29,851577
F014,Winter17,F014_Winter17,3300,2016/12/24 05:00,4.8,F,11,345724.7722,3862956.915,34.8973186,-118.688465,29.4,29.99999999,851607
F014,Winter17,F014_Winter17,3300,2016/12/24 05:30,3.8,F,11,345703.2824,3862936.842,34.8971344,-118.6886964,11.6,30,851637
F014,Winter17,F014_Winter17,3300,2016/12/24 06:00,3.6,F,11,345706.706,3862925.757,34.897035,-118.6886569,77.1,30,851667
F014,Winter17,F014_Winter17,3300,2016/12/24 06:30,3.3,F,11,345741.1235,3862994.793,34.8976625,-118.6882931,19.3,31,851698
F014,Winter17,F014_Winter17,3300,2016/12/24 07:01,2.6,F,11,345725.4486,3862983.475,34.8975581,-118.6884625,486.9,31,851729
F014,Winter17,F014_Winter17,3300,2016/12/24 07:32,3.1,F,11,345682.2146,3863468.402,34.9019225,-118.689025,243.1,28.00000001,851757
F014,Winter17,F014_Winter17,3300,2016/12/24 08:00,2.8,F,11,345756.4961,3863699.852,34.90402,-118.688255,12.1,29.99999999,851787
F014,Winter17,F014_Winter17,3300,2016/12/24 08:30,2.8,F,11,345764.2201,3863709.118,34.9041047,-118.6881722,198.2,30,851817
F014,Winter17,F014_Winter17,3300,2016/12/24 09:00,3.1,F,11,345620.2285,3863845.356,34.9053108,-118.6897728,2,30,851847
F014,Winter17,F014_Winter17,3300,2016/12/24 09:30,3.2,F,11,345618.7809,3863846.767,34.9053233,-118.6897889,13.4,29.99999999,851877
F014,Winter17,F014_Winter17,3300,2016/12/24 10:00,2.5,F,11,345618.2934,3863860.122,34.9054436,-118.6897967,14.9,30,851907
F014,Winter17,F014_Winter17,3300,2016/12/24 10:30,4.5,F,11,345633.1049,3863862.057,34.9054633,-118.689635,62.5,31,851938
F014,Winter17,F014_Winter17,3300,2016/12/24 11:01,9.8,F,11,345576.5217,3863835.554,34.9052158,-118.6902492,36.3,29,851967
F014,Winter17,F014_Winter17,3300,2016/12/24 11:30,3.1,F,11,345611.1376,3863846.619,34.9053208,-118.6898725,3.2,30,851997
F014,Winter17,F014_Winter17,3300,2016/12/24 12:00,4.5,F,11,345613.674,3863844.734,34.9053042,-118.6898444,6.1,30,852027
F014,Winter17,F014_Winter17,3300,2016/12/24 12:30,9.2,F,11,345619.5168,3863846.511,34.9053211,-118.6897808,1,29.99999999,852057
F014,Winter17,F014_Winter17,3300,2016/12/24 13:00,2.4,F,11,345620.2603,3863847.242,34.9053278,-118.6897728,12.2,31.00000001,852088
F014,Winter17,F014_Winter17,3300,2016/12/24 13:31,2.5,F,11,345626.2798,3863857.857,34.9054244,-118.6897089,9.4,29,852117
F014,Winter17,F014_Winter17,3300,2016/12/24 14:00,3.5,F,11,345618.8709,3863852.102,34.9053714,-118.6897889,11.3,29.99999999,852147
F014,Winter17,F014_Winter17,3300,2016/12/24 14:30,3.4,F,11,345611.7404,3863843.347,34.9052914,-118.6898653,6.1,30,852177
F014,Winter17,F014_Winter17,3300,2016/12/24 15:00,3.6,F,11,345616.332,3863847.341,34.9053281,-118.6898158,3.7,30,852207
F014,Winter17,F014_Winter17,3300,2016/12/24 15:30,3.4,F,11,345619.9738,3863848.134,34.9053358,-118.6897761,5.1,29.99999999,852237
F014,Winter17,F014_Winter17,3300,2016/12/24 16:00,1.9,F,11,345618.3653,3863843.269,34.9052917,-118.6897928,1.5,30,852267
F014,Winter17,F014_Winter17,3300,2016/12/24 16:30,2.6,F,11,345619.771,3863843.7,34.9052958,-118.6897775,3.6,30,852297
F014,Winter17,F014_Winter17,3300,2016/12/24 17:00,2.5,F,11,345616.3044,3863844.624,34.9053036,-118.6898156,5.4,29.99999999,852327
F014,Winter17,F014_Winter17,3300,2016/12/24 17:30,2.7,F,11,345615.278,3863849.877,34.9053508,-118.6898278,13.5,60.00000001,852387
F014,Winter17,F014_Winter17,3300,2016/12/24 18:30,3.6,F,11,345612.8519,3863836.638,34.9052311,-118.6898519,4.7,31,852418
F014,Winter17,F014_Winter17,3300,2016/12/24 19:01,2.7,F,11,345616.6555,3863839.437,34.9052569,-118.6898108,5,29,852447
F014,Winter17,F014_Winter17,3300,2016/12/24 19:30,3.1,F,11,345616.5841,3863844.408,34.9053017,-118.6898125,7,60,852507
F014,Winter17,F014_Winter17,3300,2016/12/24 20:30,4.3,F,11,345617.9426,3863851.252,34.9053636,-118.6897989,0.8,30,852537
F014,Winter17,F014_Winter17,3300,2016/12/24 21:00,2.8,F,11,345618.5932,3863850.809,34.9053597,-118.6897917,2.3,30,852567
F014,Winter17,F014_Winter17,3300,2016/12/24 21:30,2,F,11,345616.844,3863852.225,34.9053722,-118.6898111,5.9,29.99999999,852597
F014,Winter17,F014_Winter17,3300,2016/12/24 22:00,2.2,F,11,345621.8641,3863849.123,34.905345,-118.6897556,5.4,30,852627
F014,Winter17,F014_Winter17,3300,2016/12/24 22:30,1.8,F,11,345616.5279,3863848.658,34.90534,-118.6898139,1.3,30,852657
F014,Winter17,F014_Winter17,3300,2016/12/24 23:00,3.1,F,11,345616.1776,3863847.399,34.9053286,-118.6898175,2.7,29.99999999,852687
F014,Winter17,F014_Winter17,3300,2016/12/24 23:30,4.3,F,11,345618.6532,3863848.411,34.9053381,-118.6897906,3,31.00000001,852718
F014,Winter17,F014_Winter17,3300,2016/12/25 00:01,2.5,F,11,345616.9927,3863845.877,34.905315,-118.6898083,5.2,29.99999999,852748
F014,Winter17,F014_Winter17,3300,2016/12/25 00:31,3.3,F,11,345621.5933,3863843.369,34.9052931,-118.6897575,4.1,29,852777
F014,Winter17,F014_Winter17,3300,2016/12/25 01:00,2.2,F,11,345620.0024,3863847.124,34.9053267,-118.6897756,9.6,30,852807
F014,Winter17,F014_Winter17,3300,2016/12/25 01:30,2,F,11,345611.2079,3863843.201,34.90529,-118.6898711,8.9,30,852837
F014,Winter17,F014_Winter17,3300,2016/12/25 02:00,4.2,F,11,345618.6303,3863848.134,34.9053356,-118.6897908,3.5,31,852868
F014,Winter17,F014_Winter17,3300,2016/12/25 02:31,2.6,F,11,345616.4271,3863845.398,34.9053106,-118.6898144,2.8,59,852927
F014,Winter17,F014_Winter17,3300,2016/12/25 03:30,2.1,F,11,345613.7705,3863846.12,34.9053167,-118.6898436,69.2,29.99999999,852957
